date,adj close,close,high,low,open,volume
2025-07-25 13:30:00+00:00,51.459999084472656,51.459999084472656,51.525001525878906,51.43000030517578,51.52000045776367,155112
2025-07-25 13:31:00+00:00,51.411800384521484,51.411800384521484,51.41999816894531,51.400001525878906,51.41999816894531,5305
2025-07-25 13:32:00+00:00,51.5099983215332,51.5099983215332,51.5099983215332,51.41469955444336,51.415000915527344,5803
2025-07-25 13:33:00+00:00,51.66999816894531,51.66999816894531,51.66999816894531,51.50659942626953,51.5099983215332,4921
2025-07-25 13:34:00+00:00,51.66999816894531,51.66999816894531,51.709999084472656,51.63999938964844,51.65999984741211,5050
2025-07-25 13:35:00+00:00,51.689998626708984,51.689998626708984,51.689998626708984,51.63999938964844,51.63999938964844,6096
2025-07-25 13:36:00+00:00,51.70759963989258,51.70759963989258,51.75,51.70759963989258,51.709999084472656,4597
2025-07-25 13:37:00+00:00,51.560001373291016,51.560001373291016,51.68000030517578,51.560001373291016,51.68000030517578,1308
2025-07-25 13:38:00+00:00,51.45000076293945,51.45000076293945,51.529998779296875,51.439998626708984,51.505001068115234,34316
2025-07-25 13:39:00+00:00,51.415199279785156,51.415199279785156,51.46500015258789,51.415000915527344,51.459999084472656,15897
2025-07-25 13:40:00+00:00,51.33000183105469,51.33000183105469,51.45000076293945,51.33000183105469,51.45000076293945,8139
2025-07-25 13:41:00+00:00,51.2400016784668,51.2400016784668,51.33000183105469,51.22999954223633,51.33000183105469,34910
2025-07-25 13:42:00+00:00,51.229000091552734,51.229000091552734,51.290000915527344,51.224998474121094,51.25,11531
2025-07-25 13:43:00+00:00,51.290000915527344,51.290000915527344,51.29999923706055,51.20000076293945,51.220001220703125,9966
2025-07-25 13:44:00+00:00,51.290000915527344,51.290000915527344,51.3223991394043,51.2599983215332,51.2599983215332,12864
2025-07-25 13:45:00+00:00,51.290000915527344,51.290000915527344,51.30339813232422,51.2599983215332,51.279998779296875,1681
2025-07-25 13:46:00+00:00,51.33000183105469,51.33000183105469,51.33000183105469,51.279300689697266,51.290000915527344,7725
2025-07-25 13:47:00+00:00,51.39030075073242,51.39030075073242,51.39030075073242,51.310001373291016,51.310001373291016,2457
2025-07-25 13:48:00+00:00,51.38999938964844,51.38999938964844,51.38999938964844,51.33340072631836,51.369998931884766,3388
2025-07-25 13:49:00+00:00,51.369598388671875,51.369598388671875,51.37990188598633,51.34000015258789,51.349998474121094,2253
2025-07-25 13:50:00+00:00,51.29999923706055,51.29999923706055,51.375,51.290000915527344,51.375,2955
2025-07-25 13:51:00+00:00,51.32659912109375,51.32659912109375,51.32659912109375,51.29999923706055,51.29999923706055,1192
2025-07-25 13:52:00+00:00,51.41999816894531,51.41999816894531,51.41999816894531,51.33000183105469,51.33000183105469,607
2025-07-25 13:53:00+00:00,51.439998626708984,51.439998626708984,51.474998474121094,51.41999816894531,51.41999816894531,18314
2025-07-25 13:54:00+00:00,51.41999816894531,51.41999816894531,51.41999816894531,51.38999938964844,51.40999984741211,2584
2025-07-25 13:55:00+00:00,51.47999954223633,51.47999954223633,51.47999954223633,51.400001525878906,51.40999984741211,1885
2025-07-25 13:56:00+00:00,51.463401794433594,51.463401794433594,51.48500061035156,51.45000076293945,51.47999954223633,3793
2025-07-25 13:57:00+00:00,51.4900016784668,51.4900016784668,51.4900016784668,51.453399658203125,51.453399658203125,1484
2025-07-25 13:58:00+00:00,51.54999923706055,51.54999923706055,51.54999923706055,51.5,51.5,10707
2025-07-25 13:59:00+00:00,51.51240158081055,51.51240158081055,51.540000915527344,51.51240158081055,51.540000915527344,1687
2025-07-25 14:00:00+00:00,51.540000915527344,51.540000915527344,51.54999923706055,51.5099983215332,51.54999923706055,1874
2025-07-25 14:01:00+00:00,51.540000915527344,51.540000915527344,51.57500076293945,51.534698486328125,51.57500076293945,6199
2025-07-25 14:02:00+00:00,51.53670120239258,51.53670120239258,51.540000915527344,51.53670120239258,51.540000915527344,1113
