symbol,qty,entry_price,exit_price,entry_date,exit_date,cost,current_value,current_price,profit,profit_pct,status,stop_loss_triggered
ETH,0.8775701761546443,2279.02001953125,2191.570068359375,2024-01-04 12:00:00+00:00,2024-01-08 00:00:00+00:00,2000.0,1923.2565309453826,2191.570068359375,-76.74346905461744,-0.038371734527308715,closed,False
SOL,19.241286233930783,103.86000061035156,94.55999755859375,2024-01-04 12:00:00+00:00,2024-01-06 04:00:00+00:00,1998.4000000000003,1819.4559793046983,94.55999755859375,-178.94402069530202,-0.08954364526386208,closed,False
ETH,0.8787214120555821,2278.72998046875,2258.989990234375,2024-01-04 16:00:00+00:00,2024-01-09 12:00:00+00:00,2002.368826130889,1985.0228740381756,2258.989990234375,-17.345952092713333,-0.008662715812566031,closed,False
SOL,18.997027505387553,105.31999969482422,94.55999755859375,2024-01-04 16:00:00+00:00,2024-01-06 04:00:00+00:00,2000.7669310699844,1796.3588745299853,94.55999755859375,-204.40805653999905,-0.10216485157053463,closed,False
ETH,0.8709245315811404,2243.77001953125,2191.570068359375,2024-01-05 00:00:00+00:00,2024-01-08 00:00:00+00:00,1954.1543532360602,1908.6921352131365,2191.570068359375,-45.46221802292371,-0.023264394620434524,closed,False
ETH,0.8516258270733315,2234.030029296875,2584.1298828125,2024-01-06 04:00:00+00:00,2024-01-10 20:00:00+00:00,1902.55767140661,2200.7117487151063,2584.1298828125,298.1540773084962,0.15671224152068053,closed,False
ETH,0.8138232855172323,2356.919921875,2258.989990234375,2024-01-08 16:00:00+00:00,2024-01-09 12:00:00+00:00,1918.1163145213309,1838.4186558030794,2258.989990234375,-79.69765871825143,-0.0415499613422245,closed,False
ETH,0.816292562980056,2333.0,2522.85009765625,2024-01-08 20:00:00+00:00,2024-01-12 20:00:00+00:00,1904.4105494324708,2059.383772230305,2522.85009765625,154.9732227978343,0.08137595270306475,closed,False
SOL,18.667338776150018,99.8499984741211,95.12999725341797,2024-01-09 12:00:00+00:00,2024-01-12 16:00:00+00:00,1863.933748314481,1775.823886503774,95.12999725341797,-88.10986181070689,-0.04727091930728918,closed,False
PAXG,0.9238306554145979,2016.0,2010.030029296875,2024-01-09 12:00:00+00:00,2024-01-09 16:00:00+00:00,1862.4426013158293,1856.9273593683554,2010.030029296875,-5.515241947473896,-0.0029612949916294536,closed,False
ETH,0.8134458311269999,2270.1298828125,2584.1298828125,2024-01-09 16:00:00+00:00,2024-01-10 20:00:00+00:00,1846.6276892906528,2102.0496802645307,2584.1298828125,255.42199097387788,0.1383180770304562,closed,False
SOL,19.50530256170312,102.04000091552734,91.06999969482422,2024-01-10 20:00:00+00:00,2024-01-13 00:00:00+00:00,1990.3210912538243,1776.3478983417574,91.06999969482422,-213.9731929120669,-0.10750687105328928,closed,False
ETH,0.7641689080314956,2614.39990234375,2522.85009765625,2024-01-11 00:00:00+00:00,2024-01-12 20:00:00+00:00,1997.8431185316722,1927.8836042531286,2522.85009765625,-69.95951427854357,-0.0350175214608246,closed,False
SOL,19.890841290319262,100.36000061035156,95.12999725341797,2024-01-11 00:00:00+00:00,2024-01-12 16:00:00+00:00,1996.244844036847,1892.2156773162442,95.12999725341797,-104.02916672060292,-0.05211242850863575,closed,False
LTC,27.10446050352718,69.41999816894531,66.66999816894531,2024-01-17 20:00:00+00:00,2024-01-18 16:00:00+00:00,1881.5915985251072,1807.0543321404075,66.66999816894531,-74.5372663846997,-0.039613945153202226,closed,False
BCH,7.8651805186438954,236.9600067138672,233.72000122070312,2024-01-19 08:00:00+00:00,2024-01-22 08:00:00+00:00,1863.7332285036348,1838.2500004185017,233.72000122070312,-25.483228085133078,-0.01367321658239318,closed,False
BCH,7.93568265385946,234.10000610351562,232.47000122070312,2024-01-19 12:00:00+00:00,2024-01-23 04:00:00+00:00,1857.7433577040626,1844.8081562298212,232.47000122070312,-12.935201474241467,-0.006962857070972253,closed,False
BCH,7.8757527827376395,236.75999450683594,233.72000122070312,2024-01-20 00:00:00+00:00,2024-01-22 08:00:00+00:00,1864.6631855781613,1840.7209499953972,233.72000122070312,-23.94223558276417,-0.012839978698534014,closed,False
