time,open,high,low,close,vwap,volume,count
2025-05-23 20:00:00+00:00,2560.74,2560.99,2505.39,2526.82,2533.9,3629.80897175,3285
2025-05-24 00:00:00+00:00,2526.82,2556.39,2516.23,2549.88,2533.64,2834.30461936,2313
2025-05-24 04:00:00+00:00,2549.99,2563.85,2537.87,2546.65,2552.12,915.5749859,1452
2025-05-24 08:00:00+00:00,2546.65,2577.19,2545.98,2563.83,2566.45,1925.22705662,1325
2025-05-24 12:00:00+00:00,2563.83,2565.22,2544.88,2555.81,2554.43,1353.75231,1784
2025-05-24 16:00:00+00:00,2555.82,2566.97,2546.1,2554.45,2554.8,1225.81837554,1964
2025-05-24 20:00:00+00:00,2554.45,2555.48,2520.0,2531.68,2535.44,1325.06290585,1995
2025-05-25 00:00:00+00:00,2531.67,2539.22,2478.45,2513.88,2496.82,3296.60749731,2707
2025-05-25 04:00:00+00:00,2513.88,2518.0,2488.21,2493.28,2501.5,2472.4451587,1737
2025-05-25 08:00:00+00:00,2493.28,2502.16,2463.62,2496.98,2484.73,2233.17138163,1993
2025-05-25 12:00:00+00:00,2496.99,2523.12,2481.0,2512.45,2504.16,3311.6870071,1873
2025-05-25 16:00:00+00:00,2512.45,2535.0,2496.98,2526.64,2517.61,1695.38213092,1585
2025-05-25 20:00:00+00:00,2527.1,2554.18,2508.47,2551.43,2537.9,1285.79667731,2185
2025-05-26 00:00:00+00:00,2550.95,2575.84,2538.78,2560.92,2558.73,2692.67259369,1805
2025-05-26 04:00:00+00:00,2560.92,2599.0,2559.62,2581.79,2574.29,2780.75434072,1879
2025-05-26 08:00:00+00:00,2581.99,2583.37,2557.0,2566.99,2570.68,2689.39713886,1581
2025-05-26 12:00:00+00:00,2566.99,2574.74,2540.0,2567.01,2556.22,1153.35801987,1990
2025-05-26 16:00:00+00:00,2567.02,2574.2,2526.98,2543.05,2544.0,1328.58807636,2239
2025-05-26 20:00:00+00:00,2543.05,2582.71,2538.99,2563.64,2562.95,2387.69573036,2017
2025-05-27 00:00:00+00:00,2563.64,2573.83,2512.11,2550.57,2543.14,4958.24435511,2903
2025-05-27 04:00:00+00:00,2550.0,2617.0,2550.0,2606.55,2575.85,5123.03829923,2605
2025-05-27 08:00:00+00:00,2606.56,2653.47,2606.55,2651.99,2634.37,5210.09252366,3033
2025-05-27 12:00:00+00:00,2651.99,2682.84,2635.0,2668.61,2659.4,5267.13906706,4007
2025-05-27 16:00:00+00:00,2668.98,2711.0,2659.76,2687.29,2691.91,8362.9232434,4479
2025-05-27 20:00:00+00:00,2687.59,2694.12,2654.0,2663.04,2666.63,4174.08135109,2555
2025-05-28 00:00:00+00:00,2663.03,2663.04,2621.02,2646.21,2643.64,4497.62894146,2349
2025-05-28 04:00:00+00:00,2646.22,2652.09,2625.43,2636.38,2636.52,3286.72923509,1568
2025-05-28 08:00:00+00:00,2636.39,2658.56,2610.6,2657.36,2635.79,5799.53187043,2594
2025-05-28 12:00:00+00:00,2657.36,2689.57,2616.26,2627.37,2654.18,8516.75731224,3896
2025-05-28 16:00:00+00:00,2627.38,2665.0,2617.16,2619.21,2650.64,4183.86139659,2950
2025-05-28 20:00:00+00:00,2619.2,2686.43,2611.61,2682.41,2654.34,2763.37930825,2725
2025-05-29 00:00:00+00:00,2682.4,2787.34,2672.64,2763.1,2737.48,10405.01312343,6452
2025-05-29 04:00:00+00:00,2763.09,2765.0,2704.03,2731.41,2733.0,5440.05181211,3239
2025-05-29 08:00:00+00:00,2731.41,2744.01,2710.0,2716.26,2724.83,4975.1106774,2366
2025-05-29 12:00:00+00:00,2716.26,2719.86,2624.5,2642.92,2667.66,10347.18902326,5939
2025-05-29 16:00:00+00:00,2642.92,2673.07,2631.07,2648.68,2648.73,3922.75317355,3273
2025-05-29 20:00:00+00:00,2650.42,2666.95,2620.2,2631.26,2647.22,2556.73507694,2473
2025-05-30 00:00:00+00:00,2631.27,2643.45,2558.53,2630.98,2612.13,5529.52687508,3823
2025-05-30 04:00:00+00:00,2630.99,2647.13,2608.27,2622.52,2622.43,3432.69058794,2063
2025-05-30 08:00:00+00:00,2620.0,2628.44,2590.45,2622.4,2616.42,1348.67978007,2223
2025-05-30 12:00:00+00:00,2622.41,2625.0,2574.86,2600.01,2598.01,2816.16113271,3348
2025-05-30 16:00:00+00:00,2600.01,2603.99,2536.2,2574.47,2560.01,3923.67401055,4044
2025-05-30 20:00:00+00:00,2574.47,2587.86,2508.57,2531.46,2538.35,7655.03186235,3391
2025-05-31 00:00:00+00:00,2531.45,2539.53,2479.01,2513.3,2503.97,4671.95604082,3847
2025-05-31 04:00:00+00:00,2513.83,2526.41,2505.23,2521.91,2519.5,1460.80738215,1501
2025-05-31 08:00:00+00:00,2521.92,2536.98,2507.32,2519.81,2518.56,8605.24071692,1645
2025-05-31 12:00:00+00:00,2519.81,2550.0,2518.94,2537.57,2536.43,3755.94897574,2189
2025-05-31 16:00:00+00:00,2537.58,2546.99,2516.53,2538.12,2530.82,5654.78659608,1573
2025-05-31 20:00:00+00:00,2538.22,2549.99,2527.28,2529.11,2543.58,1324.46069337,1225
2025-06-01 00:00:00+00:00,2529.33,2529.99,2495.0,2515.02,2509.32,3600.29032633,2094
2025-06-01 04:00:00+00:00,2514.75,2527.0,2507.9,2508.47,2518.63,3688.88928251,1313
2025-06-01 08:00:00+00:00,2508.99,2510.99,2480.0,2497.76,2497.55,3550.58344829,1727
2025-06-01 12:00:00+00:00,2497.76,2524.7,2470.54,2523.29,2501.11,5152.53656078,2408
2025-06-01 16:00:00+00:00,2523.29,2547.35,2495.7,2526.37,2528.06,3667.28101791,2229
2025-06-01 20:00:00+00:00,2526.37,2547.14,2521.32,2538.28,2536.98,1964.3633499,1524
2025-06-02 00:00:00+00:00,2540.63,2541.4,2488.4,2497.99,2512.17,3638.57535872,1919
2025-06-02 04:00:00+00:00,2497.99,2513.71,2476.05,2506.91,2488.18,9584.59826891,2434
2025-06-02 08:00:00+00:00,2506.92,2515.26,2476.46,2482.59,2490.14,2411.04870802,1857
2025-06-02 12:00:00+00:00,2482.6,2555.0,2480.27,2545.05,2526.28,11102.59054409,3311
2025-06-02 16:00:00+00:00,2545.08,2566.55,2526.72,2533.22,2545.92,4627.82964027,3396
2025-06-02 20:00:00+00:00,2533.22,2615.52,2533.21,2608.13,2575.18,5746.23668837,3220
2025-06-03 00:00:00+00:00,2608.14,2650.0,2590.8,2604.84,2621.54,3613.28616248,2835
2025-06-03 04:00:00+00:00,2604.84,2621.02,2592.06,2610.01,2607.27,1761.02882542,1462
2025-06-03 08:00:00+00:00,2611.33,2620.0,2597.09,2604.99,2611.53,1195.10781453,1483
2025-06-03 12:00:00+00:00,2603.65,2654.99,2600.0,2625.43,2630.47,5118.86698683,3171
2025-06-03 16:00:00+00:00,2625.43,2629.27,2605.95,2624.99,2618.32,5012.6744284,2414
2025-06-03 20:00:00+00:00,2624.99,2624.99,2579.1,2594.64,2604.38,3086.53886222,2746
2025-06-04 00:00:00+00:00,2594.64,2640.86,2585.39,2628.69,2621.56,3703.61014468,2171
2025-06-04 04:00:00+00:00,2628.7,2645.44,2622.9,2629.38,2631.35,1432.11248189,1560
2025-06-04 08:00:00+00:00,2629.46,2650.0,2626.37,2626.37,2639.28,1769.11652622,1715
2025-06-04 12:00:00+00:00,2626.37,2680.0,2596.24,2668.69,2647.9,5303.57395168,3470
2025-06-04 16:00:00+00:00,2668.69,2668.71,2624.13,2626.26,2643.47,5349.09743213,2634
2025-06-04 20:00:00+00:00,2625.51,2625.52,2600.21,2608.18,2612.1,4417.01692789,2573
2025-06-05 00:00:00+00:00,2608.17,2630.99,2605.15,2626.53,2614.52,2529.69918553,1886
2025-06-05 04:00:00+00:00,2626.53,2634.22,2603.52,2604.91,2614.09,1333.60779864,1795
2025-06-05 08:00:00+00:00,2604.92,2614.2,2582.61,2609.26,2597.63,3855.96598421,1781
2025-06-05 12:00:00+00:00,2609.27,2641.35,2563.11,2590.32,2600.24,4880.10303434,3276
2025-06-05 16:00:00+00:00,2590.7,2592.18,2507.97,2529.09,2549.97,7583.95340034,4414
2025-06-05 20:00:00+00:00,2527.04,2534.28,2393.21,2416.63,2438.49,11287.85360731,7432
2025-06-06 00:00:00+00:00,2416.64,2457.29,2385.58,2456.84,2432.32,7408.68054295,3663
2025-06-06 04:00:00+00:00,2456.74,2467.0,2449.0,2455.51,2457.72,5623.60356963,2219
2025-06-06 08:00:00+00:00,2455.93,2494.9,2455.14,2478.55,2478.15,7830.03612407,2629
2025-06-06 12:00:00+00:00,2478.55,2530.85,2469.36,2511.49,2507.41,4511.07064412,4222
2025-06-06 16:00:00+00:00,2511.5,2519.1,2486.47,2487.01,2498.18,3812.83982491,2568
2025-06-06 20:00:00+00:00,2487.01,2506.99,2475.83,2478.03,2488.44,1694.86708153,2105
2025-06-07 00:00:00+00:00,2478.02,2494.29,2458.83,2490.33,2473.69,1784.68754223,1999
2025-06-07 04:00:00+00:00,2490.33,2501.74,2482.75,2492.45,2493.65,2298.13144324,1548
2025-06-07 08:00:00+00:00,2492.91,2502.14,2485.07,2496.54,2491.61,2953.09823607,966
2025-06-07 12:00:00+00:00,2496.53,2524.01,2494.59,2520.9,2510.59,6622.7726069,1679
2025-06-07 16:00:00+00:00,2520.64,2525.0,2508.21,2518.19,2517.19,1670.6761918,1024
2025-06-07 20:00:00+00:00,2518.2,2543.18,2518.19,2525.68,2526.4,1909.03996913,1364
2025-06-08 00:00:00+00:00,2525.54,2526.93,2511.01,2513.53,2516.86,1883.61273441,1147
2025-06-08 04:00:00+00:00,2513.53,2519.76,2509.98,2514.33,2514.16,490.36229673,784
2025-06-08 08:00:00+00:00,2516.15,2520.94,2494.02,2513.8,2506.33,2876.97321212,1202
2025-06-08 12:00:00+00:00,2513.8,2525.36,2501.63,2515.74,2512.05,757.00983556,1303
2025-06-08 16:00:00+00:00,2515.78,2539.65,2515.73,2534.46,2527.81,1876.29760888,1346
2025-06-08 20:00:00+00:00,2534.46,2547.1,2502.23,2511.12,2524.94,3680.65013423,1868
2025-06-09 00:00:00+00:00,2511.12,2512.73,2485.0,2498.04,2499.44,2124.70048377,1489
2025-06-09 04:00:00+00:00,2498.04,2498.12,2480.0,2493.33,2488.86,2689.94739547,1532
2025-06-09 08:00:00+00:00,2493.33,2547.1,2486.5,2543.03,2529.67,4905.79692192,1976
2025-06-09 12:00:00+00:00,2543.03,2549.48,2513.17,2536.4,2533.04,5610.7462787,2310
2025-06-09 16:00:00+00:00,2536.4,2589.28,2536.4,2582.05,2570.18,3492.81471435,3211
2025-06-09 20:00:00+00:00,2582.06,2696.49,2577.12,2681.57,2652.18,10993.26117864,4606
2025-06-10 00:00:00+00:00,2681.06,2731.39,2677.94,2689.83,2698.97,7140.62863237,4154
2025-06-10 04:00:00+00:00,2689.83,2699.72,2655.59,2677.96,2671.49,5379.37637433,1994
2025-06-10 08:00:00+00:00,2678.47,2797.14,2670.7,2773.97,2737.91,5276.30962175,4072
2025-06-10 12:00:00+00:00,2773.97,2778.08,2691.88,2732.67,2738.71,8685.92898735,4908
2025-06-10 16:00:00+00:00,2732.7,2804.7,2729.81,2773.6,2764.14,5766.2932814,4193
2025-06-10 20:00:00+00:00,2773.61,2825.42,2724.92,2816.32,2780.96,6201.30346273,4781
2025-06-11 00:00:00+00:00,2816.36,2832.81,2773.79,2792.01,2805.41,4639.80442689,2959
2025-06-11 04:00:00+00:00,2792.01,2803.75,2780.96,2794.0,2793.87,1969.19550671,1594
2025-06-11 08:00:00+00:00,2791.87,2793.87,2755.55,2772.17,2774.16,3267.24289963,2009
2025-06-11 12:00:00+00:00,2772.11,2880.51,2763.79,2865.78,2832.4,10285.52748902,5848
2025-06-11 16:00:00+00:00,2865.49,2875.0,2802.68,2813.63,2832.67,6346.98274143,4142
2025-06-11 20:00:00+00:00,2813.63,2831.0,2744.37,2771.98,2781.46,7442.67070679,4330
2025-06-12 00:00:00+00:00,2771.98,2784.93,2747.86,2765.09,2766.09,4584.99221299,2210
2025-06-12 04:00:00+00:00,2765.36,2776.08,2733.67,2743.37,2756.93,2043.65599253,1652
2025-06-12 08:00:00+00:00,2740.44,2761.67,2721.44,2730.37,2740.78,2301.74786944,1809
2025-06-12 12:00:00+00:00,2730.37,2772.6,2699.37,2720.87,2747.0,6524.82856215,3421
2025-06-12 16:00:00+00:00,2720.1,2771.67,2693.0,2695.33,2737.68,5158.27164022,4089
2025-06-12 20:00:00+00:00,2696.16,2702.59,2618.64,2643.89,2658.71,10235.50563343,5430
2025-06-13 00:00:00+00:00,2643.89,2645.0,2440.77,2517.98,2519.48,20804.84272309,10900
2025-06-13 04:00:00+00:00,2517.99,2542.05,2495.0,2528.17,2514.91,4060.09527593,3966
2025-06-13 08:00:00+00:00,2528.16,2545.32,2508.8,2545.31,2528.7,2523.0586723,2625
2025-06-13 12:00:00+00:00,2545.32,2563.99,2504.53,2551.76,2541.13,4837.5618769,3559
2025-06-13 16:00:00+00:00,2552.74,2585.0,2510.9,2528.27,2541.33,2768.36805523,3330
2025-06-13 20:00:00+00:00,2528.33,2584.12,2526.33,2579.64,2554.33,2430.11706625,2727
2025-06-14 00:00:00+00:00,2579.52,2580.2,2548.52,2550.32,2562.16,2125.3836351,1781
2025-06-14 04:00:00+00:00,2550.32,2557.04,2528.54,2538.96,2546.52,1006.16946076,1342
2025-06-14 08:00:00+00:00,2538.28,2540.0,2521.0,2540.0,2530.17,1613.92702917,1047
2025-06-14 12:00:00+00:00,2540.0,2545.83,2506.57,2521.49,2524.95,1506.75521821,1680
2025-06-14 16:00:00+00:00,2521.49,2526.53,2489.95,2509.46,2507.16,2404.14653802,2056
2025-06-14 20:00:00+00:00,2509.46,2539.49,2499.0,2533.18,2523.3,1643.01353465,1768
2025-06-15 00:00:00+00:00,2531.43,2540.99,2526.8,2532.08,2534.8,1698.84823423,1421
2025-06-15 04:00:00+00:00,2532.09,2552.01,2523.7,2531.15,2537.79,1129.17896001,1529
