time,open,high,low,close,vwap,volume,count
2025-05-01 16:00:00+00:00,1853.71,1870.0,1841.55,1845.74,1855.67,2180.71546794,2198
2025-05-01 20:00:00+00:00,1844.21,1851.54,1835.39,1838.84,1841.97,1523.0248085,1471
2025-05-02 00:00:00+00:00,1838.73,1851.63,1836.2,1847.89,1844.58,1342.38486796,1626
2025-05-02 04:00:00+00:00,1847.89,1851.37,1817.0,1817.0,1837.84,4157.14994674,1508
2025-05-02 08:00:00+00:00,1816.8,1835.67,1814.41,1832.94,1828.03,1871.94404541,1324
2025-05-02 12:00:00+00:00,1832.94,1854.64,1825.0,1841.14,1842.68,3092.47234314,1836
2025-05-02 16:00:00+00:00,1841.15,1869.99,1833.13,1841.35,1852.19,4815.23265709,1900
2025-05-02 20:00:00+00:00,1841.34,1848.38,1834.04,1843.01,1843.46,1571.12404322,994
2025-05-03 00:00:00+00:00,1843.01,1843.61,1828.25,1835.15,1836.32,1013.52032609,1076
2025-05-03 04:00:00+00:00,1835.37,1839.8,1825.55,1827.3,1833.74,661.16155184,839
2025-05-03 08:00:00+00:00,1826.77,1830.54,1819.0,1824.87,1825.16,1383.44227294,960
2025-05-03 12:00:00+00:00,1824.64,1839.0,1824.64,1834.91,1831.99,1736.11184497,1049
2025-05-03 16:00:00+00:00,1834.94,1839.0,1811.86,1838.45,1829.42,1839.60388017,1438
2025-05-03 20:00:00+00:00,1838.46,1847.5,1830.9,1833.85,1838.06,1097.75600011,1088
2025-05-04 00:00:00+00:00,1833.83,1848.27,1826.9,1833.38,1838.81,1251.83784143,1056
2025-05-04 04:00:00+00:00,1833.02,1850.62,1830.13,1840.87,1843.83,3853.9509793,955
2025-05-04 08:00:00+00:00,1840.88,1841.24,1822.69,1827.82,1831.31,2225.94900859,1322
2025-05-04 12:00:00+00:00,1827.82,1833.2,1820.0,1830.56,1828.63,1506.82076184,1357
2025-05-04 16:00:00+00:00,1830.78,1833.42,1823.66,1828.43,1827.99,457.91813745,1020
2025-05-04 20:00:00+00:00,1828.44,1841.0,1803.72,1809.09,1818.81,2494.01991101,1759
2025-05-05 00:00:00+00:00,1808.95,1818.17,1783.04,1795.0,1796.05,2089.94135167,2150
2025-05-05 04:00:00+00:00,1795.0,1829.88,1792.93,1826.61,1813.97,1417.88155231,1113
2025-05-05 08:00:00+00:00,1826.61,1831.09,1799.74,1804.53,1812.09,1053.70298469,1283
2025-05-05 12:00:00+00:00,1804.76,1814.6,1795.01,1800.86,1805.82,2142.12508669,1870
2025-05-05 16:00:00+00:00,1800.87,1827.01,1800.87,1814.57,1816.43,1227.72794155,1489
2025-05-05 20:00:00+00:00,1815.5,1832.44,1800.0,1819.9,1818.29,1532.22510329,1524
2025-05-06 00:00:00+00:00,1819.9,1820.11,1794.01,1806.48,1809.4,1338.41054861,1639
2025-05-06 04:00:00+00:00,1806.48,1808.79,1798.74,1805.95,1805.09,596.27635271,983
2025-05-06 08:00:00+00:00,1804.73,1805.43,1758.0,1768.65,1777.7,2393.54944539,1824
2025-05-06 12:00:00+00:00,1768.65,1779.21,1752.41,1769.92,1768.6,2427.26309262,1944
2025-05-06 16:00:00+00:00,1769.22,1797.62,1762.48,1785.0,1781.0,1937.98092135,1556
2025-05-06 20:00:00+00:00,1785.0,1818.61,1765.56,1816.54,1789.62,2874.60848986,1833
2025-05-07 00:00:00+00:00,1816.55,1848.62,1815.1,1826.14,1832.56,3605.76573374,2297
2025-05-07 04:00:00+00:00,1826.14,1838.19,1824.32,1838.19,1829.64,2100.39847638,1114
2025-05-07 08:00:00+00:00,1838.1,1845.66,1831.32,1836.02,1839.69,6477.97014887,1503
2025-05-07 12:00:00+00:00,1836.03,1837.01,1815.11,1817.92,1824.54,2298.14829237,1507
2025-05-07 16:00:00+00:00,1817.92,1817.93,1788.72,1797.39,1803.4,5380.62611047,2550
2025-05-07 20:00:00+00:00,1797.39,1825.36,1790.12,1811.43,1809.56,1585.59346791,1402
2025-05-08 00:00:00+00:00,1811.43,1904.66,1809.0,1900.36,1853.2,4071.61210281,3062
2025-05-08 04:00:00+00:00,1901.22,1941.8,1892.35,1928.35,1911.06,4980.73841761,2923
2025-05-08 08:00:00+00:00,1928.51,1966.84,1926.39,1957.76,1943.97,6217.343089,2324
2025-05-08 12:00:00+00:00,1957.68,2074.22,1955.76,2051.93,2001.2,15782.24419432,6348
2025-05-08 16:00:00+00:00,2051.76,2138.71,2037.8,2118.28,2070.04,12242.99115347,6057
2025-05-08 20:00:00+00:00,2117.57,2223.0,2112.1,2208.36,2172.43,16031.75065614,7018
2025-05-09 00:00:00+00:00,2208.06,2243.39,2186.57,2205.0,2213.1,8169.40327607,4427
2025-05-09 04:00:00+00:00,2204.58,2391.6,2202.36,2365.38,2298.89,9485.05655883,6270
2025-05-09 08:00:00+00:00,2365.0,2488.8,2292.82,2350.11,2379.16,19154.37452532,10007
2025-05-09 12:00:00+00:00,2350.9,2387.69,2272.43,2301.0,2325.66,6342.90565383,5968
2025-05-09 16:00:00+00:00,2301.5,2355.42,2276.03,2330.02,2325.71,6086.20851469,3762
2025-05-09 20:00:00+00:00,2331.36,2350.19,2324.03,2345.79,2340.47,2946.37234709,2377
2025-05-10 00:00:00+00:00,2345.61,2378.49,2318.83,2340.0,2346.61,3327.20086716,2736
2025-05-10 04:00:00+00:00,2339.89,2417.53,2326.87,2399.24,2368.78,3279.41130604,2729
2025-05-10 08:00:00+00:00,2399.25,2435.79,2361.18,2384.46,2404.26,4515.46060311,3656
2025-05-10 12:00:00+00:00,2384.81,2447.84,2384.81,2433.65,2423.6,5964.39081607,3393
2025-05-10 16:00:00+00:00,2433.66,2512.91,2431.13,2499.75,2473.63,17246.50212943,6707
2025-05-10 20:00:00+00:00,2499.76,2598.7,2471.15,2585.0,2544.2,12719.71177919,5752
2025-05-11 00:00:00+00:00,2584.99,2606.65,2506.39,2538.52,2549.09,10233.96521587,5182
2025-05-11 04:00:00+00:00,2538.12,2561.61,2455.8,2473.54,2520.47,6222.1729028,4525
2025-05-11 08:00:00+00:00,2474.53,2534.3,2473.97,2531.0,2507.57,3166.03395013,2505
2025-05-11 12:00:00+00:00,2531.0,2531.93,2434.8,2463.22,2490.08,4091.36933076,3368
2025-05-11 16:00:00+00:00,2463.22,2525.29,2442.18,2508.58,2490.66,4347.96228553,3011
2025-05-11 20:00:00+00:00,2508.76,2527.26,2484.8,2515.58,2505.16,2919.20225549,2278
2025-05-12 00:00:00+00:00,2515.12,2547.32,2492.33,2519.19,2519.01,3039.05750962,3064
2025-05-12 04:00:00+00:00,2519.2,2624.0,2486.89,2552.45,2553.01,8953.30248823,5183
2025-05-12 08:00:00+00:00,2553.91,2583.98,2523.53,2531.23,2554.3,11925.42140606,3985
2025-05-12 12:00:00+00:00,2530.71,2576.91,2480.49,2487.06,2541.48,14291.38460351,6118
2025-05-12 16:00:00+00:00,2486.95,2510.67,2408.57,2461.13,2464.25,8556.2575202,4549
2025-05-12 20:00:00+00:00,2461.13,2499.0,2452.66,2495.4,2477.93,2486.04838165,2212
2025-05-13 00:00:00+00:00,2495.41,2495.78,2416.26,2425.29,2454.68,5839.3482583,2500
2025-05-13 04:00:00+00:00,2424.92,2478.59,2422.88,2459.44,2448.27,1870.19652303,1552
2025-05-13 08:00:00+00:00,2459.44,2524.0,2453.29,2512.3,2486.74,1679.17710673,1977
2025-05-13 12:00:00+00:00,2512.3,2573.55,2493.66,2568.55,2542.95,8992.83599792,4292
2025-05-13 16:00:00+00:00,2566.48,2736.66,2560.55,2690.41,2649.28,13515.51224897,8196
2025-05-13 20:00:00+00:00,2693.0,2706.54,2654.95,2680.2,2678.68,6729.7297809,4583
2025-05-14 00:00:00+00:00,2680.2,2725.0,2623.63,2646.6,2668.73,5837.30967326,4859
2025-05-14 04:00:00+00:00,2646.86,2684.9,2636.77,2641.13,2666.83,6495.76550005,2834
2025-05-14 08:00:00+00:00,2641.13,2644.84,2580.0,2624.0,2609.68,4433.44017959,3338
2025-05-14 12:00:00+00:00,2624.01,2634.06,2558.83,2596.8,2600.24,6564.11438579,3771
2025-05-14 16:00:00+00:00,2596.8,2616.92,2548.63,2604.19,2586.76,3638.27307134,2918
2025-05-14 20:00:00+00:00,2604.19,2613.89,2586.32,2610.35,2598.41,1819.93072868,1878
2025-05-15 00:00:00+00:00,2610.49,2645.09,2570.0,2575.48,2616.94,4897.86709699,2747
2025-05-15 04:00:00+00:00,2575.48,2596.23,2516.3,2531.58,2552.1,3184.32979104,2600
2025-05-15 08:00:00+00:00,2531.58,2567.0,2518.0,2555.45,2542.94,4126.0652016,2400
2025-05-15 12:00:00+00:00,2555.45,2579.7,2473.8,2565.62,2532.44,6660.97831185,4607
2025-05-15 16:00:00+00:00,2564.52,2603.69,2513.29,2529.83,2564.95,7283.76449771,3647
2025-05-15 20:00:00+00:00,2531.56,2563.18,2514.14,2547.87,2532.45,3083.08704038,2428
2025-05-16 00:00:00+00:00,2548.66,2583.87,2534.67,2582.27,2566.07,2495.09244786,1995
2025-05-16 04:00:00+00:00,2582.27,2618.89,2565.91,2601.83,2593.06,4945.19868711,1829
2025-05-16 08:00:00+00:00,2603.13,2647.09,2560.0,2620.91,2596.87,5137.86259207,2677
2025-05-16 12:00:00+00:00,2620.91,2622.42,2575.0,2594.36,2607.26,3082.57392165,2587
2025-05-16 16:00:00+00:00,2594.36,2602.21,2571.27,2593.0,2588.33,2379.49668827,2014
2025-05-16 20:00:00+00:00,2592.99,2593.23,2530.0,2537.43,2568.3,7828.6731289,2697
2025-05-17 00:00:00+00:00,2537.43,2537.43,2455.72,2497.21,2489.44,3492.43622483,3781
2025-05-17 04:00:00+00:00,2497.56,2513.21,2477.26,2492.83,2495.85,1500.8383644,1664
2025-05-17 08:00:00+00:00,2493.23,2496.49,2469.4,2481.71,2481.76,1357.42255826,1499
2025-05-17 12:00:00+00:00,2482.11,2486.77,2447.63,2477.99,2463.85,2510.67700388,2250
2025-05-17 16:00:00+00:00,2474.96,2487.8,2451.12,2470.48,2471.09,2044.52774335,2054
2025-05-17 20:00:00+00:00,2470.93,2495.07,2456.01,2475.74,2475.74,2025.62766076,1649
2025-05-18 00:00:00+00:00,2475.75,2487.74,2470.27,2478.1,2478.58,1464.95063006,1475
2025-05-18 04:00:00+00:00,2477.43,2513.66,2477.43,2509.02,2501.57,1731.35003816,1278
2025-05-18 08:00:00+00:00,2509.97,2527.77,2499.97,2502.06,2516.68,1913.55175618,1268
2025-05-18 12:00:00+00:00,2502.06,2585.0,2489.13,2580.41,2552.11,2863.82037932,2787
2025-05-18 16:00:00+00:00,2580.42,2583.75,2405.0,2411.38,2495.76,6511.95289949,5646
2025-05-18 20:00:00+00:00,2409.91,2509.99,2308.0,2497.69,2401.3,10043.01281048,6311
2025-05-19 00:00:00+00:00,2498.98,2513.31,2382.0,2387.4,2421.21,4250.35037773,3668
2025-05-19 04:00:00+00:00,2387.4,2413.29,2350.33,2403.53,2376.99,3858.15946525,2942
2025-05-19 08:00:00+00:00,2403.54,2421.33,2392.0,2417.65,2405.58,1053.49752457,1654
2025-05-19 12:00:00+00:00,2417.66,2471.93,2385.81,2467.95,2424.87,3212.15757555,3012
2025-05-19 16:00:00+00:00,2467.95,2547.21,2452.51,2521.46,2501.17,5604.78406347,3707
2025-05-19 20:00:00+00:00,2519.12,2533.59,2493.8,2528.52,2516.97,4530.28018926,1999
2025-05-20 00:00:00+00:00,2528.75,2588.0,2512.91,2553.46,2555.42,3553.1709947,3204
2025-05-20 04:00:00+00:00,2553.46,2576.84,2523.87,2533.0,2558.42,3924.30183591,1912
2025-05-20 08:00:00+00:00,2533.01,2539.31,2495.16,2514.71,2518.82,1921.2958642,1570
2025-05-20 12:00:00+00:00,2514.72,2515.01,2466.67,2484.09,2482.32,3853.0220449,2847
2025-05-20 16:00:00+00:00,2482.88,2511.33,2445.05,2504.04,2480.79,6728.41871507,3437
2025-05-20 20:00:00+00:00,2502.33,2539.57,2486.37,2524.81,2515.22,3701.77610707,2854
2025-05-21 00:00:00+00:00,2524.82,2554.78,2510.81,2545.29,2541.03,6015.28602435,2057
2025-05-21 04:00:00+00:00,2545.29,2614.89,2536.37,2553.12,2573.21,5519.09438136,3485
2025-05-21 08:00:00+00:00,2553.13,2562.48,2517.22,2538.32,2539.88,3924.68781659,1988
2025-05-21 12:00:00+00:00,2538.32,2581.82,2522.84,2568.07,2558.62,7129.07953841,3552
2025-05-21 16:00:00+00:00,2567.88,2615.25,2442.69,2513.81,2524.8,16297.70695974,8605
2025-05-21 20:00:00+00:00,2512.44,2599.0,2489.01,2552.1,2535.3,4144.04433118,3622
2025-05-22 00:00:00+00:00,2551.67,2646.94,2545.44,2629.12,2597.35,7839.80128034,4453
2025-05-22 04:00:00+00:00,2629.13,2646.53,2603.01,2633.0,2623.32,4336.28396328,3222
2025-05-22 08:00:00+00:00,2633.0,2692.01,2628.91,2651.92,2666.4,13770.46279128,4633
2025-05-22 12:00:00+00:00,2650.96,2678.89,2624.46,2664.19,2654.86,4912.63471349,3697
2025-05-22 16:00:00+00:00,2664.19,2674.81,2626.83,2633.49,2652.82,8326.16665056,4283
2025-05-22 20:00:00+00:00,2633.49,2664.5,2630.18,2664.5,2641.75,4794.60860569,3014
2025-05-23 00:00:00+00:00,2664.31,2731.8,2645.89,2722.95,2697.32,13412.36645321,5250
2025-05-23 04:00:00+00:00,2722.94,2724.1,2651.0,2654.33,2687.92,11025.6050043,3682
2025-05-23 08:00:00+00:00,2654.33,2687.44,2550.4,2566.25,2632.74,9673.57632665,4821
2025-05-23 12:00:00+00:00,2566.25,2590.89,2501.6,2569.2,2560.19,11099.0383668,6108
2025-05-23 16:00:00+00:00,2568.91,2586.17,2546.88,2560.74,2563.52,6561.37527388,3069
