time,open,high,low,close,vwap,volume,count
2025-05-01 16:00:00+00:00,96923.8,97407.8,96464.1,96560.0,96992.8,272.39664818,6452
2025-05-01 20:00:00+00:00,96560.1,96887.0,96220.0,96469.9,96510.5,147.36392,4814
2025-05-02 00:00:00+00:00,96469.9,97235.7,96469.8,97183.1,96910.0,95.78561772,4140
2025-05-02 04:00:00+00:00,97183.1,97251.0,96386.7,96418.3,96733.7,78.97373829,3363
2025-05-02 08:00:00+00:00,96418.3,97069.6,96405.0,96970.5,96871.4,155.8841217,3561
2025-05-02 12:00:00+00:00,96970.5,97885.0,96676.6,97419.1,97212.0,476.66710554,7814
2025-05-02 16:00:00+00:00,97419.1,97792.0,96860.2,97006.6,97399.7,278.39031796,5930
2025-05-02 20:00:00+00:00,97006.6,97172.9,96604.8,96920.7,96807.9,105.04709803,4286
2025-05-03 00:00:00+00:00,96920.7,96922.3,96409.8,96434.6,96586.0,43.87859501,3606
2025-05-03 04:00:00+00:00,96434.6,96606.9,96220.0,96381.9,96384.6,41.08253409,2607
2025-05-03 08:00:00+00:00,96382.0,96424.2,95893.8,95939.9,96156.1,105.3256524,3322
2025-05-03 12:00:00+00:00,95939.9,96521.4,95920.6,96444.8,96317.2,201.18790029,3540
2025-05-03 16:00:00+00:00,96444.9,96444.9,95971.0,96380.7,96183.4,69.86936652,3987
2025-05-03 20:00:00+00:00,96380.8,96434.8,95785.9,95869.9,96164.6,171.41486974,3254
2025-05-04 00:00:00+00:00,95869.9,96298.0,95650.1,95803.2,95916.8,108.08566003,3201
2025-05-04 04:00:00+00:00,95803.3,96148.9,95748.6,95900.0,95899.2,38.33699171,1662
2025-05-04 08:00:00+00:00,95900.1,95919.5,95305.6,95440.1,95566.3,100.76299892,2961
2025-05-04 12:00:00+00:00,95440.1,95670.0,95318.0,95498.8,95505.2,91.64667535,3193
2025-05-04 16:00:00+00:00,95498.8,95654.0,95277.7,95615.7,95453.5,146.73834751,3090
2025-05-04 20:00:00+00:00,95615.8,95761.3,94153.2,94303.1,95211.2,268.46568805,6797
2025-05-05 00:00:00+00:00,94303.1,94803.4,93570.1,94046.0,94202.8,222.21311636,6366
2025-05-05 04:00:00+00:00,94046.3,94784.9,94046.2,94738.9,94590.6,89.16327802,2949
2025-05-05 08:00:00+00:00,94738.9,94747.0,93900.0,94071.8,94201.4,118.036206,3366
2025-05-05 12:00:00+00:00,94071.9,94494.3,93624.4,93719.6,93968.8,314.11963246,6404
2025-05-05 16:00:00+00:00,93719.6,94874.2,93719.6,94324.4,94407.6,207.65848811,5125
2025-05-05 20:00:00+00:00,94324.4,95173.9,93897.3,94727.0,94571.3,108.09462698,4253
2025-05-06 00:00:00+00:00,94727.0,94850.3,94049.9,94440.1,94452.8,290.36197603,4065
2025-05-06 04:00:00+00:00,94440.2,94599.9,94326.2,94377.4,94412.7,109.37228433,1995
2025-05-06 08:00:00+00:00,94377.4,94377.4,93697.9,93728.2,93974.1,106.80290467,3237
2025-05-06 12:00:00+00:00,93728.2,94709.1,93398.5,94537.0,94031.9,192.58301952,6066
2025-05-06 16:00:00+00:00,94537.0,95094.9,94234.9,95000.0,94719.0,148.99216333,5198
2025-05-06 20:00:00+00:00,95000.0,96877.8,94506.6,96816.7,95378.6,383.45465409,6994
2025-05-07 00:00:00+00:00,96816.7,97650.0,96207.3,96486.8,97008.4,416.56138358,6201
2025-05-07 04:00:00+00:00,96486.8,96949.1,96306.8,96949.1,96513.6,102.05705056,2643
2025-05-07 08:00:00+00:00,96953.2,97070.6,96869.8,97011.5,96973.1,169.65705726,3202
2025-05-07 12:00:00+00:00,97011.5,97451.7,96724.6,96919.9,97038.7,171.50394876,5646
2025-05-07 16:00:00+00:00,96919.9,96919.9,95824.0,96235.5,96561.5,345.62534981,8907
2025-05-07 20:00:00+00:00,96235.5,97350.0,96143.6,97031.4,96974.9,157.15117125,5451
2025-05-08 00:00:00+00:00,97031.4,99162.3,96874.9,99158.0,98177.8,639.79235795,10105
2025-05-08 04:00:00+00:00,99158.0,99369.5,98744.1,99229.4,99144.4,146.49616237,4864
2025-05-08 08:00:00+00:00,99229.5,99823.4,99229.5,99435.9,99667.6,333.85569096,4810
2025-05-08 12:00:00+00:00,99433.1,101499.0,99099.0,100799.1,100123.0,642.53225203,11649
2025-05-08 16:00:00+00:00,100799.1,101666.1,100608.8,101249.9,101186.2,445.53939251,8166
2025-05-08 20:00:00+00:00,101250.0,104082.5,101249.9,103228.0,102799.6,783.95424794,12895
2025-05-09 00:00:00+00:00,103228.0,103228.0,102350.2,102372.0,102754.2,111.04597453,4628
2025-05-09 04:00:00+00:00,102372.0,104319.1,102371.9,103729.7,103235.5,269.91665311,4923
2025-05-09 08:00:00+00:00,103729.8,103907.5,102440.0,102976.7,103055.6,284.71327822,6395
2025-05-09 12:00:00+00:00,102976.8,103713.6,102410.0,102861.7,103124.7,314.186657,7593
2025-05-09 16:00:00+00:00,102872.0,103358.3,102344.7,103179.9,102986.4,145.72418694,5528
2025-05-09 20:00:00+00:00,103179.9,103454.3,102738.5,102976.9,103018.8,204.13164956,4047
2025-05-10 00:00:00+00:00,102977.0,103200.0,102833.3,103200.0,103000.0,63.18726591,2962
2025-05-10 04:00:00+00:00,103200.0,104010.6,103042.6,103787.9,103663.8,140.68307093,3314
