date,open,high,low,close,volume,trades
2022-08-26 00:00:00+00:00,0.5333,0.6175,0.4944,0.4944,3316.95431920896,40
2022-08-27 00:00:00+00:00,0.49,0.5015,0.485,0.4875,2304.4446716216253,18
2022-08-28 00:00:00+00:00,0.4849,0.4927,0.4849,0.4914,34.851277969326,3
2022-08-29 00:00:00+00:00,0.4788,0.5013,0.4788,0.5013,15.5959443,3
2022-08-30 00:00:00+00:00,0.5082,0.5181,0.4925,0.4996,120.568882737944,6
2022-08-31 00:00:00+00:00,0.5033,0.5183,0.5007,0.5028,2176.148630960616,16
2022-09-01 00:00:00+00:00,0.5052,0.516,0.5051,0.5151,168.4510926,8
2022-09-02 00:00:00+00:00,0.5113,0.5248,0.5067,0.5067,43.75911870000001,7
2022-09-03 00:00:00+00:00,0.503,0.5065,0.4989,0.5059,193.82371940892202,8
2022-09-04 00:00:00+00:00,0.514,0.514,0.514,0.514,56.69522800000001,1
2022-09-05 00:00:00+00:00,0.509,0.509,0.4986,0.5015,269.64948776666995,7
2022-09-06 00:00:00+00:00,0.5051,0.5082,0.4794,0.4794,1058.307435312498,16
2022-09-07 00:00:00+00:00,0.4786,0.4911,0.4751,0.4911,209.739253866807,6
2022-09-08 00:00:00+00:00,0.4945,0.5153,0.4862,0.5063,3317.0203226474628,31
2022-09-09 00:00:00+00:00,0.5068,0.5302,0.5057,0.5155,985.1157968460599,23
2022-09-10 00:00:00+00:00,0.5163,0.6225,0.5163,0.5651,24003.523713065664,76
2022-09-11 00:00:00+00:00,0.5673,0.6355,0.548,0.5481,3482.8530210569343,39
2022-09-12 00:00:00+00:00,0.5405,0.5484,0.5287,0.5287,250.66228945713397,4
2022-09-13 00:00:00+00:00,0.5286,0.5308,0.5129,0.5129,650.355764459577,6
2022-09-14 00:00:00+00:00,0.5019,0.5152,0.5019,0.5152,111.059088,3
2022-09-15 00:00:00+00:00,0.5116,0.5116,0.4939,0.4939,162.1167482,4
2022-09-16 00:00:00+00:00,0.4868,0.4868,0.4868,0.4868,7.8043776000000005,1
2022-09-17 00:00:00+00:00,0.4955,0.4955,0.4955,0.4955,1.044514,1
2022-09-18 00:00:00+00:00,0.4964,0.4964,0.4964,0.4964,29.2419312,1
2022-09-19 00:00:00+00:00,0.4659,0.4669,0.459,0.4669,56.7815766,3
2022-09-20 00:00:00+00:00,0.4663,0.4816,0.4608,0.4608,26.266205915136,6
2022-09-21 00:00:00+00:00,0.4607,0.4671,0.4557,0.4557,433.426303333737,4
2022-09-22 00:00:00+00:00,0.4569,0.4735,0.4569,0.4735,268.048888061725,5
2022-09-23 00:00:00+00:00,0.4715,0.4715,0.4715,0.4715,11.796458499999998,1
2022-09-24 00:00:00+00:00,0.4712,0.477,0.471,0.471,1995.5811737724,7
2022-09-25 00:00:00+00:00,0.5047,0.5047,0.4684,0.4704,105.14814116956799,8
2022-09-26 00:00:00+00:00,0.4692,0.4692,0.4692,0.4692,7.5222144,1
2022-09-27 00:00:00+00:00,0.4696,0.4696,0.4696,0.4696,23.48,1
2022-09-28 00:00:00+00:00,0.4661,0.4711,0.4661,0.4711,100.72400660000001,3
2022-09-29 00:00:00+00:00,0.4695,0.4844,0.4695,0.4818,533.6325191270699,10
2022-09-30 00:00:00+00:00,0.481,0.5188,0.4679,0.4679,246.57749927525597,8
2022-10-01 00:00:00+00:00,0.4686,0.4686,0.4644,0.4646,386.11663169447,5
2022-10-02 00:00:00+00:00,0.4614,0.4664,0.4539,0.4539,678.470889286728,8
2022-10-03 00:00:00+00:00,0.459,0.4602,0.4555,0.4602,27.835197,4
2022-10-04 00:00:00+00:00,0.4685,0.4857,0.4677,0.4857,814.303935192966,7
2022-10-05 00:00:00+00:00,0.4695,0.4695,0.4695,0.4695,122.53658440499999,3
2022-10-06 00:00:00+00:00,0.4795,0.4937,0.4703,0.4703,388.980169021638,6
2022-10-07 00:00:00+00:00,0.4724,0.4761,0.4659,0.4659,29.4229827,5
2022-10-08 00:00:00+00:00,0.4657,0.4708,0.4657,0.4688,228.8737856,5
2022-10-09 00:00:00+00:00,0.4656,0.4666,0.4598,0.4666,788.6529890686841,7
2022-10-10 00:00:00+00:00,0.4606,0.4606,0.4606,0.4606,0.9852234,1
2022-10-11 00:00:00+00:00,0.4461,0.4461,0.4378,0.438,257.67720882174,6
2022-10-12 00:00:00+00:00,0.44,0.44,0.4342,0.4342,516.7670378,8
2022-10-13 00:00:00+00:00,0.4105,0.4312,0.4071,0.4312,78.080865996056,10
2022-10-14 00:00:00+00:00,0.4381,0.4559,0.4316,0.4375,1122.185517866875,19
2022-10-15 00:00:00+00:00,0.4454,0.4663,0.4454,0.4663,42.222950535873,4
2022-10-16 00:00:00+00:00,0.4764,0.4787,0.4549,0.4663,1997.508833967011,13
2022-10-17 00:00:00+00:00,0.4524,0.4662,0.4524,0.4662,350.948904206922,4
2022-10-18 00:00:00+00:00,0.4726,0.4726,0.4555,0.4555,81.5131746743,4
2022-10-20 00:00:00+00:00,0.4373,0.4413,0.43,0.43,727.1773957695999,5
2022-10-21 00:00:00+00:00,0.4265,0.4285,0.4265,0.4285,41.69196161,2
2022-10-22 00:00:00+00:00,0.4276,0.5057,0.4276,0.43,335.4019798146,14
2022-10-23 00:00:00+00:00,0.4315,0.4322,0.4281,0.4281,782.2119051,3
2022-10-24 00:00:00+00:00,0.4337,0.4337,0.4299,0.4306,29.81495871869,4
2022-10-25 00:00:00+00:00,0.4306,0.4464,0.4291,0.4362,1740.8178397190338,15
2022-10-26 00:00:00+00:00,0.4424,0.4609,0.4424,0.4544,2590.803846349568,7
2022-10-27 00:00:00+00:00,0.4592,0.4592,0.4562,0.4562,86.930345109398,10
2022-10-28 00:00:00+00:00,0.4459,0.4531,0.4459,0.4531,46.840752981097,6
2022-10-29 00:00:00+00:00,0.453,0.4605,0.453,0.4552,4593.428230401544,13
2022-10-30 00:00:00+00:00,0.4591,0.4591,0.452,0.452,906.9960799886001,4
2022-10-31 00:00:00+00:00,0.4472,0.4487,0.4472,0.4487,108.45701463562,4
