date,open,high,low,close,volume,trades
2025-05-08 00:00:00+00:00,0.16002,0.163,0.13533,0.14358,286184.07306831237,2028
2025-05-09 00:00:00+00:00,0.14601,0.16274,0.11733,0.12921,542143.75472124,3527
2025-05-10 00:00:00+00:00,0.12947,0.13759,0.12017,0.132,196326.76002191997,1621
2025-05-11 00:00:00+00:00,0.13299,0.15822,0.12821,0.15353,435073.2630648867,2726
2025-05-12 00:00:00+00:00,0.15375,0.15612,0.12724,0.1347,296794.91775579244,2330
2025-05-13 00:00:00+00:00,0.13501,0.14879,0.12628,0.14389,352876.23033198476,2329
2025-05-14 00:00:00+00:00,0.14355,0.16331,0.14001,0.14348,297679.46500068234,1979
2025-05-15 00:00:00+00:00,0.14419,0.14825,0.12517,0.12933,174119.97930597726,940
2025-05-16 00:00:00+00:00,0.13108,0.13589,0.12622,0.12663,106675.97820546865,575
2025-05-17 00:00:00+00:00,0.12609,0.12619,0.10736,0.11516,142458.53842607996,886
2025-05-18 00:00:00+00:00,0.11544,0.1227,0.10841,0.11654,134207.70679710514,668
2025-05-19 00:00:00+00:00,0.11703,0.11703,0.10451,0.1082,117351.74944753392,515
2025-05-20 00:00:00+00:00,0.11012,0.14781,0.10653,0.14443,451596.0152032897,2478
2025-05-21 00:00:00+00:00,0.1441,0.15176,0.12797,0.13196,404459.7655175998,2238
2025-05-22 00:00:00+00:00,0.13082,0.13616,0.12671,0.13328,286920.33207621286,1245
2025-05-23 00:00:00+00:00,0.1324,0.13756,0.114,0.11588,335683.27741623437,1466
2025-05-24 00:00:00+00:00,0.11627,0.1262,0.11601,0.11996,117464.90100099209,550
2025-05-25 00:00:00+00:00,0.12097,0.12631,0.11534,0.12289,137535.8904150828,784
2025-05-26 00:00:00+00:00,0.12264,0.12597,0.11777,0.12069,77294.81271944968,431
2025-05-27 00:00:00+00:00,0.12067,0.12484,0.11627,0.12351,103368.80227374063,572
2025-05-28 00:00:00+00:00,0.12471,0.12768,0.11541,0.11937,139844.79781445576,582
2025-05-29 00:00:00+00:00,0.11939,0.12131,0.11049,0.11158,56583.24629784815,378
2025-05-30 00:00:00+00:00,0.11107,0.11107,0.0954,0.09777,61549.73713003049,621
2025-05-31 00:00:00+00:00,0.09785,0.10307,0.09334,0.10071,62530.134281774954,413
2025-06-01 00:00:00+00:00,0.10031,0.10552,0.09999,0.10431,23608.1295486144,209
2025-06-02 00:00:00+00:00,0.10448,0.1045,0.0975,0.10166,50013.59359614017,383
2025-06-03 00:00:00+00:00,0.10154,0.1041,0.10101,0.10159,34403.0641847702,276
2025-06-04 00:00:00+00:00,0.10227,0.10443,0.09683,0.09857,33722.72738305162,228
2025-06-05 00:00:00+00:00,0.09945,0.10751,0.09059,0.0948,50727.53549971202,379
2025-06-06 00:00:00+00:00,0.09353,0.10024,0.09227,0.09397,20810.3354041193,178
2025-06-07 00:00:00+00:00,0.0939,0.0995,0.0939,0.0995,14516.83048509,116
2025-06-08 00:00:00+00:00,0.09945,0.09979,0.09749,0.09819,8803.0752964443,96
2025-06-09 00:00:00+00:00,0.0978,0.09907,0.09211,0.09837,22439.54528381252,244
2025-06-10 00:00:00+00:00,0.0981,0.10171,0.09424,0.10119,34404.1380919356,253
2025-06-11 00:00:00+00:00,0.10207,0.10367,0.09225,0.09403,23590.114099789993,240
2025-06-12 00:00:00+00:00,0.09256,0.09285,0.08191,0.08247,46797.75369013801,499
2025-06-13 00:00:00+00:00,0.08225,0.08225,0.07,0.07981,42909.100061013,354
2025-06-14 00:00:00+00:00,0.0799,0.0815,0.07742,0.07867,6528.2926071273005,82
2025-06-15 00:00:00+00:00,0.07848,0.07872,0.07462,0.07643,10361.1855037846,117
2025-06-16 00:00:00+00:00,0.07577,0.08083,0.07531,0.07559,14129.041862922195,146
2025-06-17 00:00:00+00:00,0.07428,0.07726,0.06945,0.07095,44373.69275959953,223
2025-06-18 00:00:00+00:00,0.07117,0.07295,0.06813,0.07254,22243.768888980605,155
2025-06-19 00:00:00+00:00,0.07414,0.07414,0.06825,0.06947,12066.657335969094,141
2025-06-20 00:00:00+00:00,0.06938,0.07223,0.0661,0.06782,7137.275195467,99
2025-06-21 00:00:00+00:00,0.06804,0.06974,0.06197,0.0632,30317.610105712018,167
2025-06-22 00:00:00+00:00,0.06481,0.0652,0.05879,0.06157,33350.0214022487,196
2025-06-23 00:00:00+00:00,0.06171,0.07357,0.06171,0.07242,74867.07590042039,433
2025-06-24 00:00:00+00:00,0.07189,0.07848,0.07185,0.07771,78522.57529107694,560
2025-06-25 00:00:00+00:00,0.07762,0.07797,0.07061,0.07108,49255.55579536959,465
2025-06-26 00:00:00+00:00,0.07168,0.07303,0.06623,0.06752,34948.25395555839,435
2025-06-27 00:00:00+00:00,0.0677,0.06953,0.06663,0.06865,14551.3045072825,142
2025-06-28 00:00:00+00:00,0.06908,0.06994,0.06404,0.06805,28137.626350861006,200
2025-06-29 00:00:00+00:00,0.06797,0.07214,0.0666,0.07155,28880.229972307487,292
2025-06-30 00:00:00+00:00,0.07115,0.08025,0.06698,0.06716,60717.22009440157,639
