date,open,high,low,close,volume,trades
2025-03-12 00:00:00+00:00,1.0903,1.093,1.0878,1.0895,6281.667046159999,33
2025-03-13 00:00:00+00:00,1.0895,1.0914,1.0839,1.0842,2019.8804076360002,33
2025-03-14 00:00:00+00:00,1.0839,1.0904,1.0831,1.0869,3060.14053833,34
2025-03-15 00:00:00+00:00,1.0889,1.09,1.0859,1.09,1054.4153586,43
2025-03-16 00:00:00+00:00,1.0864,1.09,1.0859,1.0873,784.6084014099999,28
2025-03-17 00:00:00+00:00,1.089,1.0932,1.0865,1.0911,494.018023482,24
2025-03-18 00:00:00+00:00,1.0908,1.0963,1.0896,1.0933,6121.264917312999,57
2025-03-19 00:00:00+00:00,1.0928,1.0953,1.0882,1.0918,477.25543328800006,28
2025-03-20 00:00:00+00:00,1.092,1.092,1.0825,1.0847,497.661856886,20
2025-03-21 00:00:00+00:00,1.0864,1.0871,1.0808,1.0828,1002.751313828,21
2025-03-22 00:00:00+00:00,1.0826,1.0828,1.0807,1.0807,253.95855615,15
2025-03-23 00:00:00+00:00,1.083,1.0844,1.0803,1.0812,1444.5526130399999,24
2025-03-24 00:00:00+00:00,1.0838,1.0851,1.0784,1.0807,899.8398513589999,25
2025-03-25 00:00:00+00:00,1.0812,1.0815,1.0785,1.0801,372.00750195000006,11
2025-03-26 00:00:00+00:00,1.0802,1.0805,1.0729,1.0734,111.79697147999998,13
2025-03-27 00:00:00+00:00,1.0758,1.0805,1.0758,1.0792,212.05580678399997,8
2025-03-28 00:00:00+00:00,1.0804,1.0864,1.0779,1.084,730.26368916,15
2025-03-29 00:00:00+00:00,1.0815,1.0815,1.0814,1.0814,208.67494635999998,3
2025-03-30 00:00:00+00:00,1.0839,1.0839,1.0838,1.0839,101.43467873400002,4
2025-03-31 00:00:00+00:00,1.0832,1.0832,1.0787,1.0802,109.138935972,4
2025-04-01 00:00:00+00:00,1.0799,1.0799,1.0783,1.0783,4.4048555,2
2025-04-02 00:00:00+00:00,1.078,1.0901,1.078,1.0901,430.34077188300006,9
2025-04-03 00:00:00+00:00,1.0915,1.1078,1.0915,1.1057,687.343511221,14
2025-04-04 00:00:00+00:00,1.1078,1.1078,1.0929,1.0929,516.514900692,10
2025-04-05 00:00:00+00:00,1.0971,1.0982,1.0944,1.0982,932.590418674,10
2025-04-06 00:00:00+00:00,1.0971,1.1012,1.0897,1.1012,20123.13955878,214
2025-04-07 00:00:00+00:00,1.1017,1.1017,1.0891,1.0938,5488.062582330001,16
2025-04-08 00:00:00+00:00,1.0938,1.094,1.0908,1.0908,76.515562224,3
2025-04-09 00:00:00+00:00,1.1048,1.1048,1.092,1.0977,4400.4332285909995,18
2025-04-10 00:00:00+00:00,1.1103,1.1232,1.1103,1.1232,24.550007039999997,2
2025-04-11 00:00:00+00:00,1.1314,1.1419,1.1244,1.133,845.37953181,10
2025-04-12 00:00:00+00:00,1.1346,1.1369,1.1346,1.1346,173.58713989800003,8
2025-04-13 00:00:00+00:00,1.1369,1.1381,1.1315,1.1331,24892.903515753,194
2025-04-14 00:00:00+00:00,1.1341,1.1396,1.1341,1.1356,64.233022292,4
2025-04-15 00:00:00+00:00,1.1309,1.1309,1.1287,1.1287,32.90149213,3
2025-04-16 00:00:00+00:00,1.1314,1.1377,1.1314,1.1359,32.918529666999994,3
2025-04-17 00:00:00+00:00,1.1363,1.1384,1.1343,1.1378,41.83701978,4
2025-04-18 00:00:00+00:00,1.1384,1.1384,1.1372,1.1374,1520.89215344,5
2025-04-19 00:00:00+00:00,1.1384,1.1404,1.1384,1.1404,12.676686400000001,2
2025-04-20 00:00:00+00:00,1.1403,1.1428,1.1384,1.1428,3141.8541451520005,24
2025-04-21 00:00:00+00:00,1.1455,1.1547,1.1454,1.1507,3662.230213039,114
2025-04-22 00:00:00+00:00,1.1514,1.1526,1.1358,1.1358,5912.949664745999,24
2025-04-23 00:00:00+00:00,1.1358,1.14,1.1346,1.1385,212.34730473000002,6
2025-04-25 00:00:00+00:00,1.1373,1.1373,1.1342,1.1342,1376.3137043000002,3
2025-04-26 00:00:00+00:00,1.1374,1.1374,1.1347,1.1354,1214.57643776,4
2025-04-28 00:00:00+00:00,1.1363,1.1409,1.1363,1.1409,2178.264089403,6
2025-04-29 00:00:00+00:00,1.1426,1.1426,1.1399,1.1399,35.15048075399999,3
2025-04-30 00:00:00+00:00,1.138,1.138,1.1307,1.1339,395.0358492149999,10
2025-05-01 00:00:00+00:00,1.1323,1.1335,1.1277,1.1302,287.97769508400006,15
2025-05-02 00:00:00+00:00,1.1287,1.1361,1.1287,1.131,257.57161014,23
2025-05-03 00:00:00+00:00,1.1289,1.131,1.1289,1.1309,95.347513462,15
2025-05-04 00:00:00+00:00,1.1309,1.1309,1.1281,1.1281,53.04935374,2
2025-05-05 00:00:00+00:00,1.1352,1.1364,1.1322,1.1322,54.345056544,5
2025-05-06 00:00:00+00:00,1.1349,1.1382,1.1331,1.1331,268.993656882,7
2025-05-07 00:00:00+00:00,1.134,1.1353,1.133,1.133,1636.93274888,9
2025-05-08 00:00:00+00:00,1.1314,1.1314,1.1235,1.1236,968.7035714279999,14
2025-05-09 00:00:00+00:00,1.1236,1.1271,1.1236,1.1271,152.826374376,8
2025-05-10 00:00:00+00:00,1.124,1.1266,1.1229,1.1266,729.47710512,9
2025-05-11 00:00:00+00:00,1.1266,1.1266,1.1206,1.1223,2516.2406951670005,29
2025-05-12 00:00:00+00:00,1.1217,1.1217,1.1058,1.1082,176.11721633400003,6
2025-05-13 00:00:00+00:00,1.111,1.1187,1.1092,1.1167,1842.529807248,27
2025-05-14 00:00:00+00:00,1.1181,1.1215,1.1165,1.1165,190.554495285,6
2025-05-15 00:00:00+00:00,1.1185,1.1208,1.1175,1.1197,340.327384455,12
2025-05-16 00:00:00+00:00,1.1225,1.1225,1.1147,1.1154,845.029404648,23
2025-05-17 00:00:00+00:00,1.1154,1.1154,1.1146,1.1154,224.579889534,6
2025-05-18 00:00:00+00:00,1.1178,1.1195,1.1154,1.1195,142.40915449,3
2025-05-19 00:00:00+00:00,1.119,1.1275,1.119,1.1257,507.151951237,11
2025-05-20 00:00:00+00:00,1.1214,1.1274,1.1202,1.1274,1535.861394312,17
2025-05-21 00:00:00+00:00,1.1281,1.136,1.127,1.136,685.05693888,14
2025-05-22 00:00:00+00:00,1.1347,1.1347,1.1259,1.1275,657.382561,13
2025-05-23 00:00:00+00:00,1.1311,1.1377,1.1311,1.1354,890.2525387559999,16
2025-05-24 00:00:00+00:00,1.1373,1.1376,1.1346,1.1374,580.170940602,17
2025-05-25 00:00:00+00:00,1.1354,1.1373,1.1347,1.1373,151.80902173500002,6
2025-05-26 00:00:00+00:00,1.1402,1.1405,1.1371,1.1393,2934.8672193099997,32
2025-05-27 00:00:00+00:00,1.1384,1.1384,1.1359,1.138,221.07833821999998,5
2025-05-28 00:00:00+00:00,1.1329,1.1329,1.1245,1.1245,928.68755395,15
2025-05-29 00:00:00+00:00,1.1265,1.1368,1.1252,1.1368,3443.94179556,32
2025-05-30 00:00:00+00:00,1.1341,1.1364,1.1338,1.1338,93.977632078,5
2025-05-31 00:00:00+00:00,1.1357,1.1368,1.1328,1.1335,1933.0392300099998,19
2025-06-01 00:00:00+00:00,1.1354,1.1367,1.1335,1.1367,208.656778221,9
2025-06-02 00:00:00+00:00,1.1383,1.1433,1.1354,1.1429,98.82759161,11
2025-06-03 00:00:00+00:00,1.1379,1.1392,1.1379,1.1392,32.3322048,2
2025-06-04 00:00:00+00:00,1.144,1.144,1.1395,1.1395,811.14126978,12
2025-06-05 00:00:00+00:00,1.1408,1.1483,1.1397,1.1461,407.26686421999995,12
2025-06-06 00:00:00+00:00,1.1458,1.1458,1.1378,1.1388,170.445084264,10
2025-06-07 00:00:00+00:00,1.1388,1.1388,1.1388,1.1388,84.09699776400001,5
2025-06-08 00:00:00+00:00,1.1388,1.1407,1.1388,1.1407,74.555844011,2
2025-06-09 00:00:00+00:00,1.1384,1.1406,1.1384,1.1406,54.28195242,2
2025-06-10 00:00:00+00:00,1.1438,1.1444,1.1419,1.1437,1396.130658985,9
2025-06-11 00:00:00+00:00,1.1428,1.15,1.1405,1.1499,890.525773242,11
2025-06-12 00:00:00+00:00,1.1499,1.1603,1.1499,1.1603,15737.478227949001,74
2025-06-13 00:00:00+00:00,1.1585,1.1592,1.1512,1.1551,11737.217563687,47
2025-06-14 00:00:00+00:00,1.1558,1.1559,1.154,1.154,107.18697046,7
2025-06-15 00:00:00+00:00,1.154,1.1572,1.154,1.1565,201.327995655,8
2025-06-16 00:00:00+00:00,1.1587,1.16,1.1546,1.1552,46524.085061567996,13
2025-06-17 00:00:00+00:00,1.156,1.1584,1.1467,1.1479,825.1127928419999,27
2025-06-18 00:00:00+00:00,1.1476,1.1507,1.1467,1.1469,439.423231593,12
2025-06-19 00:00:00+00:00,1.1459,1.1505,1.1459,1.1485,150.35358050000002,10
2025-06-21 00:00:00+00:00,1.1512,1.1545,1.1512,1.1531,505.32482336699996,9
2025-06-22 00:00:00+00:00,1.1512,1.1533,1.1471,1.148,275.64579783999994,7
2025-06-23 00:00:00+00:00,1.1477,1.1614,1.1477,1.1614,80.68271350799999,5
2025-06-24 00:00:00+00:00,1.1606,1.1619,1.1601,1.1619,215.26565452199998,6
2025-06-25 00:00:00+00:00,1.1615,1.1675,1.1591,1.1675,208.00088935,13
2025-06-26 00:00:00+00:00,1.1691,1.1739,1.1691,1.1739,166.462882131,6
2025-06-27 00:00:00+00:00,1.1683,1.1712,1.1683,1.1706,125.90938482000001,4
2025-06-28 00:00:00+00:00,1.1704,1.171,1.1701,1.1701,569.34678996,5
2025-06-29 00:00:00+00:00,1.1729,1.1729,1.1701,1.1701,153.843964033,5
2025-06-30 00:00:00+00:00,1.1736,1.1795,1.1707,1.1775,260.98847115,18
