1735689600,0.2295,0.23165,0.21881,0.22383,142267.10974673,310
1735704000,0.22193,0.22886,0.21664,0.22563,323122.0414719302,354
1735718400,0.22479,0.22479,0.216,0.21899,159371.2774777602,492
1735732800,0.21845,0.22508,0.21651,0.22442,146772.1316259599,269
1735747200,0.22507,0.2944,0.22149,0.26381,666124.8230162604,1724
1735761600,0.26322,0.26769,0.25055,0.25971,152960.7610717899,547
1735776000,0.25928,0.25928,0.24595,0.24736,131521.3254187,245
1735790400,0.24698,0.25019,0.24491,0.2492,32443.00451074,85
1735804800,0.24918,0.258,0.24543,0.25739,73837.42700639,131
1735819200,0.25756,0.28147,0.25756,0.26507,186606.55094146,571
1735833600,0.26443,0.26672,0.25432,0.25527,107497.69961469,299
1735848000,0.25509,0.25862,0.24599,0.25636,182165.42818728,349
1735862400,0.25651,0.26914,0.25561,0.2671,61833.8911132,182
1735876800,0.26795,0.272,0.26198,0.26764,104856.47598693,144
1735891200,0.26762,0.27296,0.26,0.26436,95146.99380395,210
1735905600,0.26447,0.2712,0.25812,0.271,149215.6003193099,274
1735920000,0.27099,0.27936,0.26451,0.27864,134944.2352807999,335
1735934400,0.27867,0.28339,0.27462,0.27472,78147.97130893,220
1735948800,0.27455,0.27936,0.27351,0.27741,50080.27891527,117
1735963200,0.27662,0.27936,0.27589,0.27921,9715.72348453,50
1735977600,0.27913,0.28204,0.27788,0.27944,35047.49293193,67
1735992000,0.27869,0.28287,0.26527,0.26529,124649.14331159,360
1736006400,0.26527,0.26744,0.25715,0.25791,107980.08561513,284
1736020800,0.25904,0.35,0.25747,0.26532,1012694.2579526805,1880
1736035200,0.26532,0.27453,0.26339,0.26704,110531.28916201,184
1736049600,0.26701,0.26839,0.25004,0.2648,210741.7230172701,325
1736064000,0.264,0.26582,0.26239,0.26239,34287.23082259,43
1736078400,0.26231,0.26377,0.25812,0.26136,27622.71805886,130
1736092800,0.26217,0.2629,0.25853,0.26125,47799.47265032,101
1736107200,0.26001,0.2612,0.25811,0.2603,43695.63350821,107
1736121600,0.2603,0.26098,0.255,0.26043,47708.10985244,91
1736136000,0.25986,0.26104,0.238,0.24522,874010.2958898804,543
1736150400,0.24675,0.25434,0.24675,0.24905,43563.8330563,102
1736164800,0.25179,0.26056,0.25179,0.2573,151337.5875489599,222
1736179200,0.2573,0.26261,0.2553,0.26194,72455.53255015,176
1736193600,0.26253,0.26254,0.25307,0.25507,47385.85768395,154
1736208000,0.25451,0.25932,0.2545,0.25875,50468.46174136,74
1736222400,0.25839,0.25839,0.25274,0.25458,36259.163695,74
1736236800,0.2545,0.25939,0.25347,0.25701,17179.36214243,59
1736251200,0.2573,0.25842,0.24188,0.24374,81292.4073122899,206
1736265600,0.24203,0.24992,0.23987,0.24204,127371.23806259,188
1736280000,0.24007,0.24679,0.24005,0.24575,73928.27979027,152
1736294400,0.24593,0.24965,0.24401,0.24586,37576.86202952,92
1736308800,0.24507,0.24604,0.23593,0.23606,64044.85643164,158
1736323200,0.23606,0.23728,0.2222,0.23156,167188.9741532199,262
1736337600,0.23047,0.23648,0.22909,0.23408,85411.11966893,153
1736352000,0.23446,0.24285,0.224,0.24084,199386.21564,321
1736366400,0.24168,0.2531,0.24135,0.25275,65403.61190287,147
1736380800,0.25188,0.25307,0.24428,0.24428,24000.26981058,74
1736395200,0.24414,0.24444,0.2374,0.2374,67874.05425705,115
1736409600,0.23852,0.23855,0.23593,0.23593,16438.92002088,51
1736424000,0.23548,0.24679,0.22997,0.2455,177333.05738298,361
1736438400,0.24562,0.24976,0.24143,0.24143,72611.80448198,88
1736452800,0.24087,0.24133,0.2312,0.23133,121105.73162399,262
1736467200,0.23172,0.23467,0.2277,0.23347,37313.97450217,82
1736481600,0.2344,0.23807,0.23255,0.23807,26463.29469894,64
1736496000,0.23862,0.24648,0.23807,0.24141,28984.62285361,112
1736510400,0.24297,0.24298,0.22834,0.23241,101175.23572004,265
1736524800,0.23267,0.24002,0.23142,0.23806,29101.23279962,91
1736539200,0.23712,0.23712,0.23039,0.23613,51094.51488648,86
1736553600,0.23552,0.23586,0.22831,0.22936,46682.04145445,113
1736568000,0.2293,0.23097,0.22824,0.23001,27048.74974598,43
1736582400,0.2295,0.23083,0.22824,0.22917,19800.81412586,47
1736596800,0.22969,0.23346,0.22904,0.23346,84875.50638586,68
1736611200,0.23358,0.23688,0.22448,0.2266,101800.5485100099,453
1736625600,0.2261,0.22712,0.2232,0.22492,139963.82615827,196
1736640000,0.2247,0.22637,0.22332,0.22618,41872.35632324,72
1736654400,0.22531,0.22637,0.22407,0.2259,15947.15262475,56
1736668800,0.22598,0.23137,0.22541,0.22805,38084.91828059,72
1736683200,0.22886,0.23027,0.22736,0.22967,14336.24884312,63
1736697600,0.2303,0.23354,0.21695,0.22048,169907.8653268002,487
1736712000,0.22003,0.22701,0.21588,0.21976,189627.33057742,230
1736726400,0.22004,0.22465,0.21446,0.21757,87513.99009789,184
1736740800,0.21624,0.21944,0.2147,0.21625,35365.43909679,113
1736755200,0.21515,0.21596,0.21004,0.21087,45117.86488202,181
1736769600,0.21097,0.21985,0.19225,0.21049,779122.3592829292,1174
1736784000,0.21091,0.21782,0.20498,0.20803,169984.50418419,262
1736798400,0.21005,0.22824,0.20898,0.22595,73401.78541875,236
1736812800,0.22602,0.24999,0.22592,0.24822,178134.9835235801,503
1736827200,0.2483,0.24899,0.23696,0.24323,268098.0365930799,340
1736841600,0.24263,0.24674,0.22943,0.2396,404023.9114301498,615
1736856000,0.239,0.253,0.23798,0.253,245067.9606644999,455
1736870400,0.253,0.25586,0.23983,0.24687,511831.9180281606,743
1736884800,0.24687,0.2487,0.23387,0.23719,338249.1989594299,708
1736899200,0.23855,0.2398,0.22806,0.22806,98345.97952593,210
1736913600,0.2303,0.24003,0.22747,0.23316,207445.6660535099,261
1736928000,0.23206,0.2342,0.22356,0.22681,64318.08864316,160
1736942400,0.22647,0.24248,0.225,0.23807,192492.3059984798,338
1736956800,0.23857,0.24516,0.23,0.23497,288069.3110723699,433
1736971200,0.2358,0.246,0.23497,0.24287,133246.13297732,288
1736985600,0.24352,0.25043,0.23524,0.23735,86823.4998025,177
1737000000,0.23651,0.23983,0.23604,0.23779,32796.00827899,74
1737014400,0.23834,0.24907,0.23834,0.24816,104850.53457647,124
1737028800,0.24778,0.25955,0.23285,0.24896,496070.5993183298,734
1737043200,0.24725,0.2699,0.24503,0.2699,470699.8166682697,661
1737057600,0.26834,0.2699,0.2443,0.25174,633045.9090637503,793
1737072000,0.2518,0.27525,0.2518,0.27239,253647.5993883498,594
1737086400,0.27297,0.29969,0.27114,0.2772,286899.7127895899,555
1737100800,0.27883,0.28256,0.25866,0.2659,795619.8254034496,782
1737115200,0.26929,0.277,0.26645,0.27303,288067.2582262698,435
1737129600,0.27182,0.28294,0.27086,0.27389,141606.9008012501,295
1737144000,0.27514,0.27847,0.26341,0.2694,266252.4263874202,432
1737158400,0.26986,0.27591,0.26808,0.27396,50755.73814329,159
1737172800,0.27403,0.27403,0.25523,0.25523,96958.85880916,262
1737187200,0.25627,0.25836,0.24687,0.25013,124104.07331509,270
1737201600,0.25001,0.25013,0.24,0.24579,163769.9866249101,317
1737216000,0.24579,0.24651,0.2388,0.24198,139636.3637416101,315
1737230400,0.2415,0.2432,0.23174,0.23536,303010.8814433799,571
1737244800,0.23676,0.2468,0.23483,0.24179,105943.0400801401,284
1737259200,0.244,0.24463,0.2306,0.23767,111111.0733102001,234
1737273600,0.23504,0.24067,0.2276,0.23104,396817.4308015199,702
1737288000,0.23086,0.23767,0.21706,0.23393,475874.2784652303,807
