date,open,high,low,close,volume,trades
2024-01-01 00:00:00+00:00,0.9997,0.9997,0.9997,0.9997,94.6151,3
2024-01-01 04:00:00+00:00,0.9996,0.9997,0.9996,0.9997,658.7776,4
2024-01-01 08:00:00+00:00,0.9996,0.9997,0.9996,0.9997,8140.43513,4
2024-01-01 12:00:00+00:00,0.9997,0.9997,0.9997,0.9997,612.17578,5
2024-01-01 16:00:00+00:00,0.9996,0.9997,0.9932,0.9991,1471.10252,6
2024-01-01 20:00:00+00:00,0.9999,1.01,0.9922,0.9993,4272.14924,24
2024-01-02 00:00:00+00:00,0.9993,0.9995,0.9977,0.9995,2587.22912,6
2024-01-02 04:00:00+00:00,0.9997,0.9997,0.9991,0.9993,542.7882,6
2024-01-02 08:00:00+00:00,0.9997,0.9997,0.9995,0.9997,712.08282,6
2024-01-02 12:00:00+00:00,0.9997,1.0,0.9996,0.9997,434169.78016,41
2024-01-02 16:00:00+00:00,0.9996,0.9997,0.9993,0.9997,185.0734,6
2024-01-02 20:00:00+00:00,0.9997,0.9997,0.9992,0.9993,1333.36262,14
2024-01-03 00:00:00+00:00,0.9993,0.9993,0.9992,0.9992,1834.23539,7
2024-01-03 04:00:00+00:00,0.9993,0.9993,0.9992,0.9992,73.19583,3
2024-01-03 08:00:00+00:00,0.9992,0.9997,0.9992,0.9997,168.86502,4
2024-01-03 12:00:00+00:00,0.9996,0.9997,0.9996,0.9996,19944.55384,14
2024-01-03 16:00:00+00:00,0.9997,0.9997,0.9996,0.9997,34906.01342,14
2024-01-03 20:00:00+00:00,0.9997,0.9997,0.9996,0.9996,1591.91797,12
2024-01-04 00:00:00+00:00,0.9997,1.0,0.9992,0.9996,457887.8045200001,48
2024-01-04 04:00:00+00:00,0.9992,0.9997,0.9992,0.9997,522.6915,4
2024-01-04 08:00:00+00:00,0.9997,0.9997,0.9997,0.9997,85.2267,2
2024-01-04 12:00:00+00:00,0.9997,0.9999,0.9992,0.9992,447547.56812,54
2024-01-04 16:00:00+00:00,0.9992,1.0071,0.9977,0.9993,41441.61269,32
2024-01-04 20:00:00+00:00,0.9991,1.0012,0.9991,0.9993,971.15218,8
2024-01-05 00:00:00+00:00,0.9996,0.9997,0.9946,0.9997,19680.16116,14
2024-01-05 04:00:00+00:00,0.9992,0.9993,0.9992,0.9993,17.3994,2
2024-01-05 08:00:00+00:00,0.9992,0.9997,0.9992,0.9997,4122.8411,17
2024-01-05 12:00:00+00:00,0.9996,0.9996,0.9992,0.9992,1479.50532,5
2024-01-05 16:00:00+00:00,0.9992,0.9997,0.9992,0.9997,8377.64327,13
