date,open,high,low,close,volume,trades
2024-01-01 00:00:00+00:00,1.2493,1.2493,1.2493,1.2493,8.14643,1
2024-01-01 04:00:00+00:00,1.2372,1.2372,1.2249,1.2249,1567.87524459,14
2024-01-01 08:00:00+00:00,1.2355,1.2355,1.2212,1.2216,716.24144714,8
2024-01-01 12:00:00+00:00,1.2337,1.271,1.2337,1.271,1379.07936036,17
2024-01-01 16:00:00+00:00,1.2928,1.457,1.2928,1.456,2540.95334969,31
2024-01-01 20:00:00+00:00,1.469,1.5516,1.4587,1.5345,2047.29906342,46
2024-01-02 00:00:00+00:00,1.5517,1.6033,1.5158,1.6033,1401.88262417,38
2024-01-02 04:00:00+00:00,1.5949,1.6207,1.5807,1.6035,1391.22200685,23
2024-01-02 08:00:00+00:00,1.6207,1.6668,1.477,1.477,3545.26202123,73
2024-01-02 12:00:00+00:00,1.4491,1.469,1.4402,1.469,697.45424353,16
2024-01-02 16:00:00+00:00,1.4783,1.4864,1.4466,1.4466,432.33630308,12
2024-01-02 20:00:00+00:00,1.4441,1.4602,1.4366,1.4569,175.68727701,5
2024-01-03 00:00:00+00:00,1.469,1.469,1.4041,1.4041,343.34880604,11
2024-01-03 04:00:00+00:00,1.3918,1.4073,1.3914,1.4073,404.39606482,7
2024-01-03 08:00:00+00:00,1.399,1.4018,1.358,1.358,936.10589749,10
2024-01-03 12:00:00+00:00,1.3037,1.3096,1.0865,1.2251,17765.20131838,81
2024-01-03 16:00:00+00:00,1.2451,1.2565,1.1836,1.1925,1213.6370638,14
2024-01-03 20:00:00+00:00,1.1888,1.2586,1.169,1.1718,4953.34182456,12
2024-01-04 00:00:00+00:00,1.1769,1.2008,1.1458,1.1989,851.73261576,10
2024-01-04 04:00:00+00:00,1.1853,1.2042,1.1853,1.1999,133.60026659,6
2024-01-04 08:00:00+00:00,1.2058,1.2167,1.1967,1.1983,268.03088533,5
2024-01-04 12:00:00+00:00,1.2103,1.2108,1.2041,1.2041,111.25526,6
2024-01-04 16:00:00+00:00,1.234,1.2634,1.234,1.2554,1167.07227261,7
2024-01-04 20:00:00+00:00,1.2562,1.2581,1.2489,1.2537,2510.70602478,8
2024-01-05 00:00:00+00:00,1.2765,1.2865,1.2166,1.2267,2461.80079074,31
2024-01-05 04:00:00+00:00,1.226,1.2604,1.2065,1.2604,2549.93717449,16
2024-01-05 08:00:00+00:00,1.2154,1.2251,1.1952,1.1987,431.74781066,8
2024-01-05 12:00:00+00:00,1.2369,1.2369,1.192,1.2143,1798.37167201,13
2024-01-05 16:00:00+00:00,1.1862,1.2114,1.1862,1.194,916.90531619,6
2024-01-05 20:00:00+00:00,1.201,1.201,1.201,1.201,117.15639353,1
2024-01-06 00:00:00+00:00,1.2029,1.2029,1.2029,1.2029,150.14855097,1
