symbol,qty,entry_price,exit_price,entry_date,exit_date,cost,current_value,current_price,profit,profit_pct,status,stop_loss_triggered
BTC,0.045976483028930704,43500.5,47039.9,2024-01-05 00:00:00+00:00,2024-01-08 16:00:00+00:00,2000.0,2162.7290921943427,47039.9,162.72909219434268,0.08136454609717134,closed,False
ETH,0.8906438639453296,2243.77001953125,2191.57,2024-01-05 00:00:00+00:00,2024-01-08 00:00:00+00:00,1998.4,1951.9084337905238,2191.57,-46.49156620947633,-0.023264394620434514,closed,False
SOL,19.76248279797018,101.04000091552734,94.56,2024-01-05 00:00:00+00:00,2024-01-06 04:00:00+00:00,1996.8012800000004,1868.740325127811,94.56,-128.0609548721893,-0.06413304926977476,closed,False
BTC,0.045308087298207136,43988.0,42800.1,2024-01-06 00:00:00+00:00,2024-01-12 20:00:00+00:00,1993.0121440735354,1939.1907379658817,42800.1,-53.82140610765373,-0.02700505677684817,closed,False
BTC,0.044815064092564756,43970.5,47039.9,2024-01-07 00:00:00+00:00,2024-01-08 16:00:00+00:00,1970.5407756821187,2108.096063384299,47039.9,137.55528770218052,0.06980585705188701,closed,False
SOL,20.417878716048367,99.80000305175781,95.13,2024-01-09 00:00:00+00:00,2024-01-12 16:00:00+00:00,2037.704358172048,1942.3527461783024,95.13,-95.35161199374556,-0.04679364384305587,closed,False
ETH,0.858635703669538,2362.5400390625,2584.13,2024-01-10 00:00:00+00:00,2024-01-10 20:00:00+00:00,2028.5612288878874,2218.826180302192,2584.13,190.2649514143045,0.09379305327580027,closed,False
SOL,20.310003185606877,99.80000305175781,91.07,2024-01-10 00:00:00+00:00,2024-01-13 00:00:00+00:00,2026.9383799047773,1849.6319839150972,91.07,-177.30639598968014,-0.0874749808615345,closed,False
ETH,0.791337222644485,2614.39990234375,2522.85,2024-01-11 00:00:00+00:00,2024-01-12 20:00:00+00:00,2068.871957602716,1996.4251894276647,2522.85,-72.44676817505137,-0.03501752146082463,closed,False
SOL,20.61650472967858,100.2699966430664,95.13,2024-01-11 00:00:00+00:00,2024-01-12 16:00:00+00:00,2067.216860036634,1961.248038309402,95.13,-105.9688217272319,-0.05126158932612129,closed,False
BTC,0.04504459028722917,42848.0,40957.2,2024-01-17 00:00:00+00:00,2024-01-18 16:00:00+00:00,1930.0706046271957,1844.9002581210166,40957.2,-85.17034650617916,-0.04412809889026329,closed,False
BTC,0.04526008326834195,42550.69921875,41264.7,2024-01-18 00:00:00+00:00,2024-01-18 20:00:00+00:00,1925.8481897667978,1867.6437226837102,41264.7,-58.20446708308759,-0.03022277009806033,closed,False
BTC,0.04603861864506075,41168.5,40979.9,2024-01-22 00:00:00+00:00,2024-01-22 04:00:00+00:00,1895.3408716891836,1886.6579162773835,40979.9,-8.682955411800094,-0.004581210452166099,closed,False
SOL,21.21219337909524,89.27999877929688,88.35,2024-01-22 00:00:00+00:00,2024-01-22 08:00:00+00:00,1893.8245989918323,1874.097252675826,88.35,-19.727346316006333,-0.010416670227278747,closed,False
BTC,0.04707481857419191,40013.30078125,42628.3,2024-01-25 00:00:00+00:00,2024-01-31 08:00:00+00:00,1883.618874831915,2006.7195254034268,42628.3,123.10065057151178,0.06535326876170568,closed,False
ETH,0.8491369184444166,2216.5,2283.42,2024-01-25 00:00:00+00:00,2024-01-31 20:00:00+00:00,1882.1119797320496,1938.936155975528,2283.42,56.824176243478405,0.030191708493119675,closed,False
SOL,21.285866696411077,88.3499984741211,101.11,2024-01-25 00:00:00+00:00,2024-01-31 00:00:00+00:00,1880.6062901482637,2152.213994665986,101.11,271.60770451772214,0.14442560675276114,closed,False
BTC,0.04689403493106342,40050.1015625,42628.3,2024-01-26 00:00:00+00:00,2024-01-31 08:00:00+00:00,1878.1108616645126,1999.0130258878157,42628.3,120.90216422330309,0.064374349081902,closed,False
