date,adj close,close,high,low,open,volume
2025-07-30 13:30:00+00:00,52.040000915527344,52.040000915527344,52.08000183105469,52.040000915527344,52.08000183105469,53424
2025-07-30 13:31:00+00:00,52.04999923706055,52.04999923706055,52.04999923706055,52.04999923706055,52.04999923706055,3207
2025-07-30 13:32:00+00:00,52.027000427246094,52.027000427246094,52.060001373291016,52.027000427246094,52.060001373291016,831
2025-07-30 13:33:00+00:00,52.08000183105469,52.08000183105469,52.08000183105469,52.029998779296875,52.029998779296875,676
2025-07-30 13:34:00+00:00,52.064998626708984,52.064998626708984,52.070499420166016,52.064998626708984,52.070499420166016,1596
2025-07-30 13:35:00+00:00,52.11000061035156,52.11000061035156,52.150001525878906,52.099998474121094,52.099998474121094,4406
2025-07-30 13:37:00+00:00,52.150001525878906,52.150001525878906,52.150001525878906,52.119998931884766,52.13999938964844,1070
2025-07-30 13:38:00+00:00,52.119998931884766,52.119998931884766,52.130001068115234,52.119998931884766,52.130001068115234,784
2025-07-30 13:39:00+00:00,52.189998626708984,52.189998626708984,52.209999084472656,52.18000030517578,52.189998626708984,8865
2025-07-30 13:40:00+00:00,52.14509963989258,52.14509963989258,52.14509963989258,52.13999938964844,52.13999938964844,4282
2025-07-30 13:41:00+00:00,52.13890075683594,52.13890075683594,52.150001525878906,52.119998931884766,52.150001525878906,5667
2025-07-30 13:42:00+00:00,52.08000183105469,52.08000183105469,52.13999938964844,52.07500076293945,52.13999938964844,4477
2025-07-30 13:44:00+00:00,52.11000061035156,52.11000061035156,52.11000061035156,52.11000061035156,52.11000061035156,146
2025-07-30 13:46:00+00:00,52.189998626708984,52.189998626708984,52.209999084472656,52.189998626708984,52.20000076293945,2506
2025-07-30 13:47:00+00:00,52.099998474121094,52.099998474121094,52.189998626708984,52.099998474121094,52.189998626708984,7759
2025-07-30 13:48:00+00:00,52.130001068115234,52.130001068115234,52.130001068115234,52.095001220703125,52.095001220703125,2446
2025-07-30 13:49:00+00:00,52.099998474121094,52.099998474121094,52.11009979248047,52.099998474121094,52.11009979248047,497
2025-07-30 13:50:00+00:00,52.05509948730469,52.05509948730469,52.060001373291016,52.05509948730469,52.060001373291016,1305
2025-07-30 13:51:00+00:00,52.073001861572266,52.073001861572266,52.073001861572266,52.04999923706055,52.04999923706055,1117
2025-07-30 13:52:00+00:00,52.060001373291016,52.060001373291016,52.060001373291016,52.05799865722656,52.05799865722656,407
2025-07-30 13:53:00+00:00,52.04999923706055,52.04999923706055,52.06880187988281,52.04999923706055,52.060001373291016,1659
2025-07-30 13:54:00+00:00,52.04100036621094,52.04100036621094,52.04100036621094,52.040000915527344,52.040000915527344,920
2025-07-30 13:55:00+00:00,52.099998474121094,52.099998474121094,52.10499954223633,52.08000183105469,52.09000015258789,899
2025-07-30 13:56:00+00:00,52.08000183105469,52.08000183105469,52.11000061035156,52.08000183105469,52.11000061035156,866
