date,adj close,close,high,low,open,volume
2024-07-31,544.0339965820312,550.8099975585938,553.5,547.5800170898438,548.97998046875,65663400
2024-08-01,536.3298950195312,543.010009765625,554.8699951171875,539.4299926757812,552.5700073242188,76428700
2024-08-02,526.3443603515625,532.9000244140625,536.989990234375,528.5999755859375,535.75,82789100
2024-08-05,511.0152893066406,517.3800048828125,523.5800170898438,510.2699890136719,511.6400146484375,146267400
2024-08-06,515.7266235351562,522.1500244140625,529.75,517.8699951171875,519.219970703125,84826300
2024-08-07,512.2794799804688,518.6599731445312,531.5900268554688,518.0499877929688,528.469970703125,70698300
2024-08-08,524.1220092773438,530.6500244140625,531.2899780273438,521.8400268554688,523.9099731445312,63276600
2024-08-09,526.43310546875,532.989990234375,534.510009765625,528.5599975585938,529.8099975585938,45619600
2024-08-12,526.7098388671875,533.27001953125,535.72998046875,530.9500122070312,534.2100219726562,42542100
2024-08-13,535.3717651367188,542.0399780273438,542.280029296875,536.280029296875,536.530029296875,52333100
2024-08-14,537.0608520507812,543.75,544.9600219726562,540.1199951171875,542.8499755859375,42446900
2024-08-15,546.2662353515625,553.0700073242188,553.3599853515625,548.8800048828125,549.5,60846800
2024-08-16,547.4909057617188,554.3099975585938,555.02001953125,551.260009765625,551.4199829101562,44430700
2024-08-19,552.7257690429688,559.6099853515625,559.6099853515625,553.8599853515625,554.72998046875,39121800
2024-08-20,551.826904296875,558.7000122070312,560.8400268554688,557.3300170898438,559.1500244140625,33732300
2024-08-21,553.7232666015625,560.6199951171875,562.1099853515625,554.72998046875,559.77001953125,41514600
2024-08-22,549.3773193359375,556.219970703125,563.1799926757812,554.97998046875,562.5599975585938,56121500
2024-08-23,555.2147216796875,562.1300048828125,563.0900268554688,557.2899780273438,559.530029296875,50639400
2024-08-26,553.8912353515625,560.7899780273438,563.9099731445312,559.0499877929688,563.1799926757812,35788600
2024-08-27,554.6517333984375,561.5599975585938,562.0599975585938,558.3200073242188,559.489990234375,32693900
2024-08-28,551.4317626953125,558.2999877929688,561.6500244140625,555.0399780273438,561.2100219726562,41066000
2024-08-29,551.4812622070312,558.3499755859375,563.6799926757812,557.1799926757812,560.3099975585938,38715200
