test_start,test_end,params,start_capital,end_capital,profit,return_pct,sharpe,sortino
2025-01-31 00:00:00+00:00,2025-02-10 00:00:00+00:00,"{'adx_threshold': 20, 'adx_length': 10, 'sar_acceleration': 0.035, 'sar_maximum': 0.15000000000000002, 'atr_multiplier': 3.5, 'atr_length': 10, 'use_dmp_cross': True}",10000.0,488622.92451976164,-11377.075480238316,-2.2754150960476633,inf,inf
2025-02-10 00:00:00+00:00,2025-02-20 00:00:00+00:00,"{'adx_threshold': 15, 'adx_length': 13, 'sar_acceleration': 0.01, 'sar_maximum': 0.3, 'atr_multiplier': 3.5, 'atr_length': 17, 'use_dmp_cross': True}",488622.92451976164,23481542.62204757,-949603.6039405144,-3.886856536147268,inf,inf
