symbol,qty,entry_price,exit_price,entry_date,exit_date,cost,current_value,current_price,profit,profit_pct,status,stop_loss_triggered
BTC,0.11892233140727158,16817.69921875,17184.80078125,2023-01-05 12:00:00+00:00,2023-01-09 00:00:00+00:00,2000.0,2043.656573675752,17184.80078125,43.65657367575204,0.02182828683787602,closed,False
ETH,1.5955799485231799,1252.4599609375,1414.7900390625,2023-01-05 12:00:00+00:00,2023-01-12 00:00:00+00:00,1998.4,2257.4106176984515,1414.7900390625,259.01061769845137,0.12960899604606252,closed,False
BTC,0.11858752884356542,16827.69921875,17184.80078125,2023-01-05 16:00:00+00:00,2023-01-09 00:00:00+00:00,1995.5552664743589,2037.90305831741,17184.80078125,42.34779184305103,0.021221056893036522,closed,False
ETH,1.5979666204232397,1247.81005859375,1385.9599609375,2023-01-05 16:00:00+00:00,2023-01-12 16:00:00+00:00,1993.9588222611794,2214.717754821222,1385.9599609375,220.7589325600427,0.11071388741603938,closed,False
ETH,1.5610890657616956,1294.6300048828125,1414.7900390625,2023-01-09 00:00:00+00:00,2023-01-12 00:00:00+00:00,2021.032744829569,2208.613260329031,1414.7900390625,187.58051549946208,0.09281418917103221,closed,False
SOL,135.1684053114207,14.9399995803833,16.229999542236328,2023-01-09 00:00:00+00:00,2023-01-09 04:00:00+00:00,2019.4159186337054,2193.7831563291725,16.229999542236328,174.3672376954671,0.08634538139792437,closed,False
BTC,0.12081693348777438,17228.5,19065.0,2023-01-09 04:00:00+00:00,2023-01-12 20:00:00+00:00,2081.494538594121,2303.3748369444183,19065.0,221.88029835029738,0.10659662768087748,closed,False
ETH,1.58634821115097,1311.0799560546875,1414.7900390625,2023-01-09 04:00:00+00:00,2023-01-12 00:00:00+00:00,2079.829342963246,2244.3496476210075,1414.7900390625,164.5203046577617,0.07910279043537326,closed,False
BTC,0.1220940894254714,18221.19921875,20895.19921875,2023-01-12 04:00:00+00:00,2023-01-14 00:00:00+00:00,2224.700726853392,2551.1803219771027,20895.19921875,326.4795951237106,0.14675214116798627,closed,False
ETH,1.583841087475532,1403.5,1385.9599609375,2023-01-12 04:00:00+00:00,2023-01-12 16:00:00+00:00,2222.920966271909,2195.140331728796,1385.9599609375,-27.780634543113138,-0.012497355940505802,closed,False
BTC,0.1216162580689238,18134.099609375,19065.0,2023-01-12 16:00:00+00:00,2023-01-12 20:00:00+00:00,2205.4013379413204,2318.6139600840324,19065.0,113.21262214271201,0.05133424932461172,closed,False
ETH,1.5633316047504184,1434.050048828125,1541.52001953125,2023-01-12 20:00:00+00:00,2023-01-18 16:00:00+00:00,2241.8957641268885,2409.9069658886856,1541.52001953125,168.0112017617971,0.0749415759867986,closed,False
BTC,0.11966663367674374,18779.400390625,20895.19921875,2023-01-13 00:00:00+00:00,2023-01-14 00:00:00+00:00,2247.26762721382,2500.458150512738,20895.19921875,253.19052329891792,0.11266594162299463,closed,False
ETH,1.5964153215673678,1406.5699462890625,1521.010009765625,2023-01-13 00:00:00+00:00,2023-01-18 20:00:00+00:00,2245.469813112049,2428.1636838471754,1521.010009765625,182.69387073512644,0.08136108963403375,closed,False
BTC,0.11648367585467231,20899.900390625,20860.0,2023-01-14 04:00:00+00:00,2023-01-18 16:00:00+00:00,2434.4972224965018,2429.8494783284646,20860.0,-4.647744168037207,-0.0019091186981396876,closed,False
ETH,1.5663148170905654,1553.0400390625,1515.97998046875,2023-01-14 04:00:00+00:00,2023-01-19 00:00:00+00:00,2432.549624718504,2374.501905820869,1515.97998046875,-58.04771889763515,-0.02386291252099429,closed,False
BTC,0.11241408127953027,21318.69921875,22294.69921875,2023-01-20 16:00:00+00:00,2023-01-20 20:00:00+00:00,2396.521986750421,2506.2381300792426,22294.69921875,109.71614332882154,0.04578140485896056,closed,False
SOL,108.74680832791474,22.020000457763672,23.850000381469727,2023-01-20 16:00:00+00:00,2023-01-22 20:00:00+00:00,2394.6047691610206,2593.6114201043815,23.850000381469727,199.0066509433609,0.083106261837558,closed,False
ETH,1.4702356836908026,1640.97998046875,1619.800048828125,2023-01-20 20:00:00+00:00,2023-01-23 16:00:00+00:00,2412.6273235073927,2381.487832231214,1619.800048828125,-31.139491276178887,-0.01290687996972089,closed,False
SOL,100.07045273470517,24.09000015258789,23.850000381469727,2023-01-20 20:00:00+00:00,2023-01-22 20:00:00+00:00,2410.697221648587,2386.6803358965667,23.850000381469727,-24.016885752020244,-0.009962630535408334,closed,False
BTC,0.11030667387998648,22580.19921875,23074.5,2023-01-21 00:00:00+00:00,2023-01-30 12:00:00+00:00,2490.746671367782,2545.271346443748,23074.5,54.524675075966115,0.02189089549039692,closed,False
ETH,1.5003712143828993,1629.0999755859375,1565.5,2023-01-26 00:00:00+00:00,2023-01-27 04:00:00+00:00,2444.2547087210246,2348.8311361164288,1565.5,-95.42357260459585,-0.03903994631333941,closed,False
ETH,1.507939765863097,1616.18994140625,1582.969970703125,2023-01-26 04:00:00+00:00,2023-01-30 16:00:00+00:00,2437.117081834433,2387.023366990384,1582.969970703125,-50.09371484404892,-0.020554496629412267,closed,False
ETH,1.5085597470993375,1608.52001953125,1565.5,2023-01-26 08:00:00+00:00,2023-01-27 04:00:00+00:00,2426.5485538682838,2361.650284084013,1565.5,-64.89826978427072,-0.026745094253652214,closed,False
ETH,1.510632994737497,1579.030029296875,1578.260009765625,2023-01-27 08:00:00+00:00,2023-01-30 12:00:00+00:00,2385.334861937176,2384.171645026677,1578.260009765625,-1.1632169104987042,-0.0004876535068766125,closed,False
ETH,1.5112497055162306,1575.300048828125,1551.949951171875,2023-01-27 12:00:00+00:00,2023-01-30 20:00:00+00:00,2380.6717348912075,2345.3839066844243,1551.949951171875,-35.28782820678316,-0.014822635010784362,closed,False
BTC,0.1032649454376693,23168.5,23519.900390625,2023-01-30 16:00:00+00:00,2023-02-03 16:00:00+00:00,2392.4938883726413,2428.7812305373077,23519.900390625,36.28734216466637,0.01516716190625205,closed,False
BTC,0.10877223117141945,21820.19921875,21672.0,2023-02-12 00:00:00+00:00,2023-02-13 12:00:00+00:00,2373.431753628301,2357.311793947002,21672.0,-16.11995968129895,-0.006791836191058001,closed,False
BTC,0.10885805710060971,21776.900390625,22771.0,2023-02-12 04:00:00+00:00,2023-02-15 12:00:00+00:00,2370.591066196946,2478.806818237984,22771.0,108.21575204103783,0.045649270168998175,closed,False
BTC,0.10866538437511673,21812.19921875,21672.0,2023-02-12 08:00:00+00:00,2023-02-13 12:00:00+00:00,2370.23101217209,2354.99621017753,21672.0,-15.234801994559803,-0.006427559978889385,closed,False
BTC,0.10853401023438755,21834.599609375,24147.5,2023-02-12 12:00:00+00:00,2023-02-15 20:00:00+00:00,2369.7966574676607,2620.8250121348733,24147.5,251.02835466721262,0.10592822547714234,closed,False
BTC,0.10742498383528458,22014.099609375,22771.0,2023-02-14 16:00:00+00:00,2023-02-15 12:00:00+00:00,2364.864294685454,2446.1743069132654,22771.0,81.31001222781151,0.03438252774611171,closed,False
